orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,county,municipality,post_place,zip_code,address,revenue_sek,revenue_year,revenue_tier,in_revenue_band,employees,status,phone,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,resolve_debug,domain,email,contact_page,source,is_webshop,webshop_signals,webshop_platform,webshop_debug,product_count_estimate,seo_pages_sampled,seo_avg_title_len,seo_avg_desc_len,seo_missing_meta_desc_pct,seo_missing_h1_pct,seo_duplicate_title_pct,seo_avg_alt_coverage_pct,seo_avg_product_desc_words,seo_jsonld_product_pct,seo_gap_score,uses_clerk_io,clerk_io_evidence,lead_score,lead_reasons,debug
559408-0151,Postordergruppen i Göteborg AB,Postordergruppen i Göteborg AB,Postorder,Detaljhandel - annat,Detaljhandel - annat; Detaljhandel; Postorder/e-handel,Västra Götaland,Göteborg,Torslanda,423 63,Högenvägen 156,20999000,2024-12,in_band,true,1,,,,,,https://www.allabolag.se/foretag/postordergruppen-i-goteborg-ab/goteborg/-/2KIKJVBI63ILV,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Postordergruppen%20i%20G%C3%B6teborg%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556841-8429,Kröns Trädgård AB,Kröns Trädgård AB,Trädgård,"Blommor, växter och tillbehör","Blommor, växter och tillbehör; Detaljhandel; Butikshandel; Jordbruk; Jordbruk - odling",Stockholm,Norrtälje,Väddö,764 91,Hammarbyvägen 1,20981000,2025-12,in_band,true,16,,+46 176 510 41,,,http://www.kronstradgard.se/,https://www.allabolag.se/foretag/krons-tradgard-ab/norrtalje/-/2K3AJ5PI63IUK,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/kr%C3%B6ns+tr%C3%A4dg%C3%A5rd+ab/v%C3%A4dd%C3%B6/hlqvvxdl | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,kronstradgard.se,kontakt@kronstradgard.se; mat@kronstradgard.se,https://kronstradgard.se,static,yes,checkout_provider; cart; product_cards; priced_cards; provider:magento,magento,static@https://kronstradgard.se:hasCart(urlPath:/cart) | static@https://kronstradgard.se:pricedCards(multiPrices) | static@https://kronstradgard.se:providers(magento) | static@https://kronstradgard.se:productCards(2) | DECISION@static@https://kronstradgard.se,,,,,,,,,,,,no,,41,"is_webshop, platform:magento, has_email, has_orgnr",dom_fallback:0_urls
556854-0073,Florim Trädgård & Service AB,Florim Trädgård & Service AB,Trädgård,Parkanläggningar,Parkanläggningar,Skåne,Båstad,Båstad,269 91,Svenstadsvägen 275,20706000,2025-12,in_band,true,16,,0704870021,,,,https://www.allabolag.se/foretag/florim-tradgard-och-service-ab/bastad/-/2K3D50PI63IJW,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Florim%20Tr%C3%A4dg%C3%A5rd%20%26%20Service%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556518-9379,Skigo AB,Skigo AB,Sport,Sport,"Sport; Detaljhandel; Butikshandel; Kemikalier, industrikemikalier; Kemikalier, industrikemikalier - tillverkning; Producenter; Rengöringsprodukter",Norrbotten,Kiruna,Kiruna,98141,Fasadvägen 9,20076000,2025-04,in_band,true,4,,+46 980 611 00,inger@skigo.se,https://www.skigo.se,https://www.skigo.se,https://www.allabolag.se/foretag/skigo-ab/kiruna/-/2K1DBLVI5YHR6,already_present,,,skigo.se,info@skigo.se,https://skigo.se,static,no,,,,,,,,,,,,,,,no,,5,has_identity,
556776-2736,Lilla Hults Trädgård AB,Lilla Hults Trädgård AB,Trädgård,Jordbruk,Jordbruk; Jordbruk - odling,Skåne,Ängelholm,Ängelholm,262 91,Skepparkroksvägen 73,19933000,2024-12,in_band,true,11,,,,,,https://www.allabolag.se/foretag/lilla-hults-tradgard-ab/angelholm/-/2K2WH80I63IHJ,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Lilla%20Hults%20Tr%C3%A4dg%C3%A5rd%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556725-2274,Göteborgs trädgård & schakt AB,Göteborgs trädgård & schakt AB,Trädgård,Entreprenörer,Entreprenörer; Byggmästare,Halland,Kungsbacka,Kungsbacka,434 98,Fogdegårdsvägen 165,19894000,2024-12,in_band,true,14,,,,,,https://www.allabolag.se/foretag/goteborgs-tradgard-och-schakt-ab/kungsbacka/-/2K2LJCII63IFX,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=G%C3%B6teborgs%20tr%C3%A4dg%C3%A5rd%20%26%20schakt%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556321-4401,Partille Skog och Trädgård AB,Partille Skog och Trädgård AB,Trädgård,Reparatörer,Reparatörer; Maskinförnödenheter; Maskinförnödenheter - reparationer,Västra Götaland,Partille,Partille,433 30,Järnringen 1,19718000,2024-12,in_band,true,9,,0313402824,,,https://www.qctradgard.se/partille/,https://www.allabolag.se/foretag/partille-skog-och-tradgard-ab/partille/-/2K06ZPDI63IK7,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/partille+skog+och+tr%C3%A4dg%C3%A5rd+ab/partille/kngtxxjlc | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,qctradgard.se,strangnas@qctradgard.se; anders.sundqvist@qctradgard.se,https://qctradgard.se,browser,yes,checkout_provider; product_cards; priced_cards; provider:stripe; provider:woocommerce,"stripe,woocommerce","main@https://www.qctradgard.se/:pricedCards(multiPrices) | main@https://www.qctradgard.se/:providers(stripe,woocommerce) | main@https://www.qctradgard.se/:productCards(20) | DECISION@main@https://www.qctradgard.se/ | internal@https://www.qctradgard.se/artiklar/butiksinformation/vi-ar-qc-tradgardsexperten/:providers(stripe,woocommerce) | internal@https://www.qctradgard.se/artiklar/butiksinformation/vi-ar-qc-tradgardsexperten/:productCards(5) | DECISION@internal@https://www.qctradgard.se/artiklar/butiksinformation/vi-ar-qc-tradgardsexperten/",,,,,,,,,,,,no,,38,"is_webshop, platform:stripe,woocommerce, has_email",dom_fallback:0_urls
,BRIGHT TANDHÄLSA,MK Bright Tandhälsa AB,Kosmetika,Hälsotjänster,"Hälsotjänster; Tandläkare; Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Östergötland,Linköping,Linköping,585 99,Norra Krängevägen 9,19650000,2025-06,in_band,true,9,,+46 13 12 39 79,,,http://www.brighttandhalsa.se,https://www.allabolag.se/foretag/mk-bright-tandhalsa-ab/linkoping/-/2KHB4NYI63IHB,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/bright-tandhalsa-ab/link%C3%B6ping/jlnppbye | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,brighttandhalsa.se,kontakt@brighttandhalsa.se,https://brighttandhalsa.se/kontakt,browser,no,,,,,,,,,,,,,,,no,,5,has_identity,
,E-commerce Recruit Nordic AB,E-commerce Recruit Nordic AB,E-handel,E-handel,Rekrytering; E-handel; Arbetskraftstjänster,,,Stockholm,,,19584000,2025-12,in_band,true,8,,+46 10 199 35 50,info@ecommercerecruit.se,https://www.ecommercerecruit.se/,https://www.ecommercerecruit.se/,https://www.allabolag.se/foretag/e-commerce-recruit-nordic-ab/-/-/2KHHTONI5YDVM,already_present,,,ecommercerecruit.se,info@ecommercerecruit.se,https://ecommercerecruit.se,static,no,product_cards,,static@https://ecommercerecruit.se:productCards(9),,,,,,,,,,,,no,,5,has_identity,
556441-4844,Stängt Org. nr. 556441-4844 Kontakt Årstad Skog & Trädgård AB,Årstad Skog & Trädgård AB,Trädgård,"Trädgårdsmaskiner, trädgårdsredskap","Trädgårdsmaskiner, trädgårdsredskap; Sport; Detaljhandel; Butikshandel; Reparatörer",Halland,Falkenberg,FALKENBERG,311 50,Blackebergsv. 2,19560000,2024-12,in_band,true,8,,+46 346 520 77; +46 8 00 17 00,info@arstad.se,http://www.arstad.se,http://www.arstad.se,https://www.allabolag.se/foretag/arstad-skog-och-tradgard-ab/falkenberg/-/2K0WPZ0I5YI5D,already_present,,,arstad.se,info@arstad.se,https://arstad.se,static,yes,checkout_provider; cart; product_cards; priced_cards; provider:woocommerce,woocommerce,static@https://arstad.se:hasCart(uiPhrase) | static@https://arstad.se:pricedCards(multiPrices) | static@https://arstad.se:providers(woocommerce) | static@https://arstad.se:productCards(200) | DECISION@static@https://arstad.se,80,5,53,428,20,20,0,50,86,0,29,no,,71,"is_webshop, platform:woocommerce, catalog_50plus, seo_gap_low, no_product_schema, has_email, has_orgnr",sitemap:80_products_from_2_sitemaps | seo_sampled:5 gap:29
556861-8754,Tandläkargruppen Sjöstaden AB,Tandläkargruppen Sjöstaden AB,Kosmetika,Hälsotjänster,"Hälsotjänster; Tandläkare; Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Stockholm,Stockholm,Stockholm,120 63,Kryssargatan 3,19497000,2025-06,in_band,true,12,,,,,,https://www.allabolag.se/foretag/tandlakargruppen-sjostaden-ab/stockholm/-/2K3ETQAI63IHB,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Tandl%C3%A4kargruppen%20Sj%C3%B6staden%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
,A OSS 0240-715 95 butiken@mackenismebacken,Macken i Smebacken AB,Smycken,Butikshandel,Butikshandel; Bensinstationer; Bilar; Bilreparationer,Dalarna,Smedjebacken,Smedjebacken,777 32,Nya Ågatan 10,19338000,2025-04,in_band,true,5,,+46 73 694 01 50; +46 240 715 95,,,https://mackenismebacken.se/,https://www.allabolag.se/foretag/macken-i-smebacken-ab/smedjebacken/-/2K1N077I63ILL,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/macken+i+smebacken+ab/smedjebacken/lpubhctfh | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,mackenismebacken.se,butiken@mackenismebacken.se,https://mackenismebacken.se/om-oss,browser,no,,,main@https://mackenismebacken.se/:samplingRan(sampled=0),,,,,,,,,,,,no,,5,has_identity,
556875-8659,Mycket Mer För Pengarna i Skutskär AB,Mycket Mer För Pengarna i Skutskär AB,Smycken,Livsmedel,Livsmedel; Detaljhandel - annat; Detaljhandel; Butikshandel,Uppsala,Älvkarleby,Skutskär,814 30,Centralgatan 7,19332000,2025-01,in_band,true,7,,,,,,https://www.allabolag.se/foretag/mycket-mer-for-pengarna-i-skutskar-ab/alvkarleby/-/2K3HTOJI5YFWD,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Mycket%20Mer%20F%C3%B6r%20Pengarna%20i%20Skutsk%C3%A4r%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559210-2866,Greentopia AB,Greentopia AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister; Fastighetsbolag, lokaler; Frukt, bär och grönsaker - grossister; Fruktleveranser, vattenleveranser; Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Skåne,Malmö,Malmö,213 64,Emilstorpsgatan 26,19181000,2024-12,in_band,true,3,,,,,,https://www.allabolag.se/foretag/greentopia-ab/malmo/-/2KHE66QI63IIB,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Greentopia%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559122-0909,Raza Trädgård AB,Raza Trädgård AB,Trädgård,Passagerartransporter,Passagerartransporter; Transportförmedling; Taxi; Uthyrning; Arbetskraftstjänster,Stockholm,Stockholm,,,,19134000,2022-12,in_band,true,30,,,,,,https://www.allabolag.se/foretag/raza-tradgard-ab/stockholm/-/2KGV9NXI63IJZ,not_found,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_url_found | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Raza%20Tr%C3%A4dg%C3%A5rd%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559153-5280,Strand Beauty Distribution AB,Strand Beauty Distribution AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Stockholm,Stockholm,Stockholm,114 27,Surbrunnsgatan 13 Egen Ingång,19059000,2025-12,in_band,true,4,,,,,,https://www.allabolag.se/foretag/strand-beauty-distribution-ab/stockholm/-/2KH208GI63IIB,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Strand%20Beauty%20Distribution%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556624-7846,Broby Trädgårdsanläggning Aktiebolag,Broby Trädgårdsanläggning Aktiebolag,Trädgård,Entreprenörer,Entreprenörer; Byggmästare,Skåne,Östra Göinge,Broby,289 42,Industrigatan 8,19038000,2024-12,in_band,true,8,,04447124,,,,https://www.allabolag.se/foretag/broby-tradgardsanlaggning-aktiebolag/ostra-goinge/-/2K200BQI63IFX,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Broby%20Tr%C3%A4dg%C3%A5rdsanl%C3%A4ggning%20Aktiebolag%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
,Esse Skincare Privacy Policy,Out of Eden AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Stockholm,Vallentuna,Vallentuna,186 54,Zetterlunds Väg 13,19034000,2025-02,in_band,true,7,,+46 31 309 99 60,,,http://www.esseskincare.se,https://www.allabolag.se/foretag/out-of-eden-ab/vallentuna/-/2K3P6G8I63IIB,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/out-of-eden-ab/vimmerby/hcoppyap | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,esseskincare.se,,https://esseskincare.se/contact-us,browser,yes,checkout_provider; product_cards; sampled_3; priced_cards; provider:woocommerce,woocommerce,main@https://esseskincare.se/:providers(woocommerce) | main@https://esseskincare.se/:productCards(4) | main@https://esseskincare.se/:samplingRan(sampled=3) | sampleURL@https://esseskincare.se/products/esse-core/:status=200 | sampleURL@https://esseskincare.se/products/esse-sensitive/:status=200 | sampleURL@https://esseskincare.se/products/esse-plus/:status=200 | contact_like@https://esseskincare.se/contact-us/:pricedCards(priceMicrodata) | contact_like@https://esseskincare.se/contact-us/:providers(woocommerce) | contact_like@https://esseskincare.se/contact-us/:productCards(4) | DECISION@contact_like@https://esseskincare.se/contact-us/ | contact_like@https://esseskincare.se/contact-us:pricedCards(priceMicrodata) | contact_like@https://esseskincare.se/contact-us:providers(woocommerce) | contact_like@https://esseskincare.se/contact-us:productCards(4) | DECISION@contact_like@https://esseskincare.se/contact-us,61,5,34,31,80,0,0,89,239,0,33,no,,65,"is_webshop, platform:woocommerce, catalog_50plus, seo_gap_low, missing_meta_desc, no_product_schema",sitemap:61_products_from_13_sitemaps | seo_sampled:5 gap:33
,,ST Mark & Trädgård Aktiebolag,Trädgård,Trädgårdsanläggningar,Trädgårdsanläggningar; Parkanläggningar,Västra Götaland,Göteborg,Torslanda,423 59,Smedjegårdsängen 1,18915000,2024-12,in_band,true,14,,+46 31 22 70 70; +46 76 555 58 01; +46 70 000 03 64,,http://stmark.se,http://stmark.se,https://www.allabolag.se/foretag/st-mark-och-tradgard-ab/goteborg/-/2K3QN18I5YI51,already_present,,,stmark.se,info@stmark.se; sadik@stmark.se; safet@stmark.se,https://stmark.se/om-oss,browser,no,,,,,,,,,,,,,,,no,,0,not_webshop,
556283-2906,Hallarnas Trädgård i Göteborg AB,Hallarnas Trädgård i Göteborg AB,Trädgård,Grossister,"Grossister; Växtservice, kontorsservice",Västra Götaland,Göteborg,Göteborg,411 04,Blomstergatan 2,18735000,2024-12,in_band,true,3,,,,,,https://www.allabolag.se/foretag/hallarnas-tradgard-i-goteborg-ab/goteborg/-/2JZYTCAI63IGS,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Hallarnas%20Tr%C3%A4dg%C3%A5rd%20i%20G%C3%B6teborg%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556881-2142,Klostra Handelsträdgård AB,Klostra Handelsträdgård AB,Trädgård,Butikshandel,"Butikshandel; Butikshandel -övrigt; Möbler, inredning, kök- och belysningsutrustning; Detaljhandel; Postorder/e-handel",,,,,,18697000,2025-12,in_band,true,6,,,,,,https://www.allabolag.se/foretag/klostra-handelstradgard-ab/-/-/2K3IYY6I63ILL,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Klostra%20Handelstr%C3%A4dg%C3%A5rd%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
,Kolmårdskök Designed by Robin Björk,Kolmårdskök AB,Möbler,Möbler,Köksinredningar; Möbler; Virke och byggvaror; Detaljhandel; Butikshandel; Byggmästare; Snickeriarbeten,Östergötland,Norrköping,Norrköping,602 23,Lindåkersgatan 25,18696000,2024-12,in_band,true,9,,+46 11 10 71 10,info@kolmardskok.se,https://www.kolmardskok.se/index,https://www.kolmardskok.se/index,https://www.allabolag.se/foretag/kolmardskok-ab/norrkoping/-/2K26IKTI5YGJV,already_present,,,kolmardskok.se,info@kolmardskok.se,https://www.kolmardskok.se/kontakt,browser,no,,,contact_like@https://www.kolmardskok.se/kontakt:samplingRan(sampled=0),,,,,,,,,,,,no,,5,has_identity,
,,Tönnersjö Trädgård Aktiebolag,Trädgård,Jordbruk,Jordbruk; Jordbruk - odling,Halland,Halmstad,Eldsberga,305 97,Tönnersjö 466,18654000,2025-06,in_band,true,10,,,,,https://www.facebook.com/pages/T%C3%B6nnersj%C3%B6-Tr%C3%A4dg%C3%A5rd-AB/318542338274633,https://www.allabolag.se/foretag/tonnersjo-tradgard-aktiebolag/halmstad/-/2K13V7LI63IHJ,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/tonnersjo-tradgard-ab/eldsberga/nqrtykmop | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,facebook.com,dev7561@gmail.com; kundansvarig@studioexpress.se,https://www.facebook.com/customer-service,browser,yes,checkout_provider; checkout; provider:adyen,adyen,main@https://www.facebook.com/:samplingRan(sampled=0) | contact_like@https://www.meta.com/en-gb/about/?utm_source=about.facebook.com&utm_medium=redirect:hasCheckout(urlPath:/order) | contact_like@https://www.meta.com/en-gb/about/?utm_source=about.facebook.com&utm_medium=redirect:providers(adyen) | DECISION@contact_like@https://www.meta.com/en-gb/about/?utm_source=about.facebook.com&utm_medium=redirect,,,,,,,,,,,,no,,38,"is_webshop, platform:adyen, has_email",dom_fallback:0_urls
559107-9602,Tree of brands AB,Tree of brands AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Stockholm,Stockholm,Stockholm,111 21,Drottninggatan 55,18600000,2025-12,in_band,true,5,,,,,,https://www.allabolag.se/foretag/tree-of-brands-ab/stockholm/-/2KGS8MQI63IIB,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Tree%20of%20brands%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
559176-0417,YV Business AB,YV Business AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Stockholm,Lidingö,,,,18543000,2022-12,in_band,true,2,,,,,,https://www.allabolag.se/foretag/yv-business-ab/lidingo/-/2KH6TY9I63IIB,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=YV%20Business%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
,Mandel Cykel och Trädgård AB,Mandel Cykel & Trädgård AB,Trädgård,Sport,Sport; Detaljhandel; Butikshandel; Reparatörer,Örebro,Karlskoga,Karlskoga,691 47,Skogsbovägen 4 a,18543000,2024-12,in_band,true,8,,+46 586 530 30,,,http://www.mandels.se/,https://www.allabolag.se/foretag/mandel-cykel-och-tradgard-ab/karlskoga/-/2K2ZSOHI5YHR6,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/mandel-cykel-och-tradgard-ab/karlskoga/hcopxyfk | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,mandels.se,verkstad@mandels.se,https://mandels.se,static,yes,checkout_provider; cart; product_cards; priced_cards; provider:woocommerce,woocommerce,static@https://mandels.se:hasCart(uiPhrase) | static@https://mandels.se:pricedCards(multiPrices) | static@https://mandels.se:providers(woocommerce) | static@https://mandels.se:productCards(10) | DECISION@static@https://mandels.se,80,5,32,90,20,0,0,15,0,0,34,no,,70,"is_webshop, platform:woocommerce, catalog_50plus, seo_gap_low, thin_product_copy, no_product_schema, has_email",sitemap:80_products_from_2_sitemaps | seo_sampled:5 gap:34
559476-0836,Skog & Trädgård,Ängelholm Skog & Trädgård AB,Trädgård,Bilar,Bilar; Detaljhandel; Bilreservdelar,Skåne,Ängelholm,Ängelholm,262 71,Midgårdsgatan 7,18522000,2025-12,in_band,true,2,,+46 431 44 11 44; +46 900 1730,,,https://www.skogotrad.se/,https://www.allabolag.se/foretag/angelholm-skog-och-tradgard-ab/angelholm/-/2KIZ538I5YCZW,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/%C3%A4ngelholm+skog+och+tr%C3%A4dg%C3%A5rd+ab/%C3%A4ngelholm/hicseaoqr | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,skogotrad.se,info@skogotrad.se,https://skogotrad.se,static,yes,checkout_provider; product_cards; priced_cards; provider:klarna; provider:woocommerce,"klarna,woocommerce","static@https://skogotrad.se:pricedCards(multiPrices) | static@https://skogotrad.se:providers(klarna,woocommerce) | static@https://skogotrad.se:productCards(149) | DECISION@static@https://skogotrad.se",80,5,50,114,20,0,0,81,50,0,19,no,,66,"is_webshop, platform:klarna,woocommerce, catalog_50plus, seo_gap_low, no_product_schema, has_email, has_orgnr",sitemap:80_products_from_2_sitemaps | seo_sampled:5 gap:19
559180-3423,Djupdahls Skog & Trädgård AB,Djupdahls Skog & Trädgård AB,Trädgård,Parkanläggningar,Parkanläggningar; Skogstjänster; Fastighetsförvaltning,Halland,Varberg,Varberg,432 47,Trönninge 1,18514000,2024-12,in_band,true,14,,,,,,https://www.allabolag.se/foretag/djupdahls-skog-och-tradgard-ab/varberg/-/2KH7R4VI63IJW,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Djupdahls%20Skog%20%26%20Tr%C3%A4dg%C3%A5rd%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556376-7895,Headsup AB,Headsup AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Jönköping,Vaggeryd,Skillingaryd,568 32,Storgatan 90,18498000,2024-12,in_band,true,10,,036167350,,,,https://www.allabolag.se/foretag/headsup-ab/vaggeryd/-/2K0IUS7I63IIB,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Headsup%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556278-3554,Häggströms Modehus Aktiebolag,Häggströms Modehus Aktiebolag,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Västerbotten,Nordmaling,Lögdeå,914 92,Movägen 7,18399000,2024-12,in_band,true,9,,,,,,https://www.allabolag.se/foretag/haggstroms-modehus-aktiebolag/nordmaling/-/2JZXR9EI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=H%C3%A4ggstr%C3%B6ms%20Modehus%20Aktiebolag%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556254-9393,Hikmet Leksaker och Fritid Aktiebolag,Hikmet Leksaker och Fritid Aktiebolag,Leksaker,"Spel, nöjesanläggningsutrustningar","Spel, nöjesanläggningsutrustningar; Butikshandel; Detaljhandel; Finansbolag, finansiella tjänster; Värdepappershandel",Jönköping,Jönköping,Jönköping,554 75,Hedenstorpsvägen 11,18309000,2025-12,in_band,true,3,,036715148,,,,https://www.allabolag.se/foretag/hikmet-leksaker-och-fritid-aktiebolag/jonkoping/-/2JZSQKXI5YHPS,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Hikmet%20Leksaker%20och%20Fritid%20Aktiebolag%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
556827-8906,Piteå Leksaker AB,Piteå Leksaker AB,Leksaker,"Spel, nöjesanläggningsutrustningar","Spel, nöjesanläggningsutrustningar; Butikshandel; Detaljhandel",Norrbotten,Piteå,Piteå,941 32,Storgatan 48 c,18203000,2024-12,in_band,true,5,,,,,,https://www.allabolag.se/foretag/pitea-leksaker-ab/pitea/-/2K37JI2I5YHPS,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_failed:HTTP 403 for https://www.mojeek.com/search?q=Pite%C3%A5%20Leksaker%20AB%20hemsida | ddg_failed:Client network socket disconnected before secure TLS connection was established,,,,,,,,,,,,,,,,,,,,,,,,
