orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,email,phone,resolve_debug
556441-5643,EM SENNERMALM KONSULT AB,EM SENNERMALM KONSULT AB,69201,,69201; 69202,VÄSTERÅS,72338,REKYLGATAN 14  10 TR,Bolaget ska bedriva konsultverksamhet inom redovisning och juridik och därmed förenlig verksamhet. Bolaget bedriver även friskvård och hälsovård och därmed förenlig verksamhet.,1992-01-21,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556433-4786,Resilienta Aktiebolag,Resilienta Aktiebolag,70200,,70200,GISLAVED,33233,EKGATAN 11,"Bolaget skall tillhandahålla administrativa tjänster, och tjänster inom området grafisk design idka därmed förenliga verksamheter. Bolaget skall även bedriva handel med aktier och värdepapper samt att ägna sig åt därmed förenlig verksamhet.",1992-02-26,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556434-6285,Perrys Schaktmaskiner AB,Perrys Schaktmaskiner AB,43120,,43120; 43991,TYRESÖ,13533,PÄRLRÖKSGÅNGEN 92 D,Bolaget skall utföra grävmaskinstjänster på entreprenad.,1991-10-28,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556436-6671,El Jour i Piteå Aktiebolag,El Jour i Piteå Aktiebolag,43210,,43210,PITEÅ,94150,NORRGATAN 46,"Aktiebolaget ska bedriva rörelse med elektriska installationer samt handel och förvaltning av värdepapper, för egen räkning.",1991-11-08,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556439-8864,Koppartaxi Aktiebolag,Koppartaxi Aktiebolag,49330,,49330,FALUN,79135,BRITSARVSVÄGEN 5,Bolaget skall bedriva taxi- buss och beställningstrafik samt därmed förenlig verksamhet.,1991-12-23,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556401-4917,Aktiebolaget Platta Tak Fastighetsförädling BJAB,Aktiebolaget Platta Tak Fastighetsförädling BJAB,71121,,71121,VÄLLINGBY,16265,ÅNGEMANNAGATAN 170,"Bolaget skall bedriva byggnadsverksamhet, förmedling och marknadsföring av fastighet samt därmed förenlig verksamhet.",1990-08-22,active,,,,,not_found,,,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_next_data
556441-2475,Treijner Konsult Aktiebolag,Treijner Konsult Aktiebolag,69201,,69201; 69102,LIDKÖPING,53131,SVEAGATAN 14,"Bolaget skall bedriva bokföring-, redovisning- och juridisk verksamhet, fastighetsförsäljning och auktioner samt med dessa förenliga verksamheter.",1992-01-09,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556405-5332,Skellefteå Eldesign Aktiebolag,Skellefteå Eldesign Aktiebolag,71123,,71123,SKELLEFTEÅ,93145,LÅNGGATAN 28,"Bolaget skall bedriva konsult- och utbildningsverksamhet inom elbranschen, hårvård samt idka därmed förenlig verksamhet.",1990-09-24,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556439-7692,Ginto AB,Ginto AB,70200,,70200,YSTAD,27199,VATTENTORNSVÄGEN 2,"Bolaget skall idka konsultverksamhet inom management, ekonomi samt handel med IT-relaterade produkter ävensom därmed förenlig verksamhet.",1991-12-16,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556440-2237,Innovativa Hem Norden AB,Innovativa Hem Norden AB,71121,,71121,PITEÅ,94143,NORRA STENARMEN 73,"Föremålet för bolagets verksamhet är försäljning och uppförande av lågenergihus, passivhus och därtill hörande arbeten. Upprättande av handlingar, ritningar och övriga dokumentationer. Försäljning av byggmaterial via butik och eller internetförsäljning. Handel med värdepapper och fastigheter. Teknisk rådgivning, försäljning och konsultationer angående olika tekniska problemställningar. Bolaget skall även bedriva personaluthyrning och därmed förenlig verksamhet.",1991-12-30,active,,,,,not_found,,,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_next_data
556441-5239,Novum Ekonomi Holding AB,Novum Ekonomi Holding AB,71121,,71121,STOCKHOLM,11140,KAMMAKARGATAN 9 A,"Bolaget skall, direkt eller indirekt, bedriva redovisningsverksamhet samt därmed förenlig verksamhet.",1992-01-27,active,,,,,not_found,,,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_next_data
556433-4026,Brialmont Aktiebolag,Brialmont Aktiebolag,70200,,70200,DANDERYD,18239,EDSVIKSVÄGEN 60,"Bolaget skall bedriva managementrådgivning med speciell inriktning på omstrukturering och internationalisering av företag, förvaltning av aktier och andra värdepapper för egen räkning samt därmed förenligt verksamhet. Bolaget skall även äga och förvalta fastigheter.",1991-10-22,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556423-9126,Freddo AB,Freddo AB,70200,,70200,FÄRJESTADEN,38631,STORGATAN 21,"Föremålet för bolagets verksamhet är ekonomisk analys, rådgivning samt förvaltning av bolag, värdepapper och därmed förenlig verksamhet.",1991-04-10,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556397-3295,Theben Aktiebolag,Theben Aktiebolag,71124,,71124,VAXHOLM,18599,VÄSTRA GRANHOLMEN,"Bolaget skall utveckla, tillverka och marknadsföra energisystem som baseras på djup geotermisk energi. Bolaget skall vidare utveckla, tillverka och marknadsföra tekniska system för energilagring och energidistribution. Bolaget skall aktivt verka för införandet av förnyelsebara energisystem såväl nationellt som internationellt.",1990-06-27,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556447-8245,Sälls Åkeri i Ljusne AB,Sälls Åkeri i Ljusne AB,49410,,49410,LJUSNE,82613,BOX 58,"Bolaget skall bedriva verksamhet inom åkeribranschen, yrkesmässig persontrafik samt äga och förvalta fast egendom och värdepapper och därmed förenlig verksamhet.",1992-05-12,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556425-4588,Sövdeljunga Aktiebolag,Sövdeljunga Aktiebolag,71122,,71122,LUND,22594,VADMÖLLAN 141,"Bolaget skall bedriva teknisk och ekonomisk konsultverksamhet avseende underhåll av maskiner och anläggningar samt forskning och utveckling av medicinteknisk utrustning, försäljning av te, skriv- och kansliverksamhet och värdepappershandel jämte därmed förenlig verksamhet.",1991-05-08,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556451-0559,Bengt Jonasson Invest AB,Bengt Jonasson Invest AB,69101,,69101,UDDEVALLA,45116,BOX 154,Föremålet för bolagets verksamhet är att bedriva förvaltning av aktier och andra värdepapper och därmed förenlig verksamhet.,1992-09-09,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556363-5282,Peokal Aktiebolag,Peokal Aktiebolag,70200,,70200; 66120,LUND,22219,KARL XII GATAN 20 C LGH 1302,"Bolaget skall för egen del och/ eller genom dotterbolag driva handel med, äga och förvalta fastigheter och värdepapper, driva handel med presentartiklar, bedriva konsultverksamhet avseende organisation, administration och ekonomi, äga aktier i dotterbolag ävensom idka därmed förenlig verksamhet.",1989-08-15,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556365-0893,Salus Aktiebolag,Salus Aktiebolag,70200,,70200; 47260; 66120; 66190,MALMÖ,21748,ÖSTRA KRISTINELUNDSVÄGEN 27 F,"Bolaget skall driva konsultverksamhet inom ekonomi och administration, handel och förvaltning av värdepapper och därmed förenlig verksamhet.",1989-07-07,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556368-2078,Betong Transport i Skutskär Aktiebolag,Betong Transport i Skutskär Aktiebolag,49410,,49410,SKUTSKÄR,81440,MYRHAGSGATAN 5,Bolaget skall bedriva åkeriverksamhet samt byggtjänster,1989-09-05,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556368-2367,Prosperus i Sverige Aktiebolag,Prosperus i Sverige Aktiebolag,70200,,70200; 64994,ASKIM,43639,VARPMOSSEVÄGEN 3,"Bolaget skall bedriva konsult- och uppdragsverksamhet inom företagslednings-, ekonomi- och organisationsfrågor, förvärva, förvalta och försälja värdepapper, handel med fastigheter, byggverksamhet samt därmed förenlig verksamhet.",1989-09-14,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556374-1858,"HR Huset, Fastighetsbranschens Arbetsgivarpartner Aktiebolag","HR Huset, Fastighetsbranschens Arbetsgivarpartner Aktiebolag",70200,,70200,STOCKHOLM,11645,STADSGÅRDEN 12  10 TRAPPOR,Bolaget skall bedriva konsultverksamhet inom fastighetsbranschen och därmed förenlig verksamhet.,1990-01-31,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556374-3805,Tekniktjänst i Mora AB,Tekniktjänst i Mora AB,43210,,43210; 71122,MORA,79252,TALLVÄGEN 11 A,"Bolaget skall bedriva byggverksamhet, äga och förvalta fast egendom samt installation, konsultation, service, försäljning av medicintekniska produkter, handel med begagnade fordon och därmed förenlig verksamhet.",1989-10-19,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556380-8608,Rasmusson & Partners Advokat AB,Rasmusson & Partners Advokat AB,69101,,69101,STOCKHOLM,11449,KARLAVÄGEN 64,Bolaget skall uteslutande bedriva advokatverksamhet.,1989-12-29,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556379-9088,Örebro Byggstatik Aktiebolag,Örebro Byggstatik Aktiebolag,71121,,71121,ÖREBRO,70384,SKJUTBANEVÄGEN 12,"Föremålet för bolagets verksamhet är byggkonsultverksamhet, handel med värdepapper och därmed förenlig verksamhet.",1989-12-28,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556382-7533,Aktiebolaget Täby Finans,Aktiebolaget Täby Finans,69201,,69201,HJO,54494,LUNNEBACKEN 3,"Bolaget skall bedriva konsultverksamhet med inriktning mot företagsorganisation, struktur och information samt redovis- ningstjänster. Vidare skall bolaget bedriva uthyrning av maskiner samt avel- och inackorderingsverksamhet med hästar och därmed förenlig verksamhet.",1990-01-15,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556394-6093,AB Bröderna Edströms Åkeri,AB Bröderna Edströms Åkeri,49410,,49410,ÅSELE,91932,INDUSTRIVÄGEN 5,"Bolaget ska bedriva åkerirörelse samt därmed förenlig verksamhet. Korttids- och långtidsuthyrning av entreprenadmaskiner och entreprenadfordon med inriktning på väg- och anläggnings- entreprenad, ävenså uthyrning av personal samt därmed förenlig verksamhet. Förvärv av aktier och andelar i andra före- tag för utveckling förvaltnings och ledning av företag med ägar- intressen. Handel med aktier och andra finansiella instrument och därmed förenlig verksamhet.",1990-04-26,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556389-3345,Brandkonsulten BK AB,Brandkonsulten BK AB,71121,,71121,STOCKHOLM,11330,GÄVLEGATAN 12 B,"Bolagets verksamhet ska vara att bedriva rådgivning angående byggnadstekniskt brandskydd, riskanalys och systematiskt brand- skyddsarbete i byggprojektens alla skeden samt därmed förenlig verksamhet.",1990-03-13,active,,,https://www.brandkonsulten.se/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/brandkonsulten-bk-ab/stockholm/ingbjnoqr | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556394-9485,HAJTEK Byggkonsult AB,HAJTEK Byggkonsult AB,71200,,71200,VÄSTERHANINGE,13737,FÖRRÅDSVÄGEN 5,"Aktiebolaget ska bedriva entreprenadbesiktningar och överlåtelsebesiktningar på fastigheter. Fuktutredningar på tak och fasad. Fastighetsförvaltning, köp och försäljning av fastigheter samt därmed förenlig verksamhet.",1990-05-28,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556402-6390,SEMERA Aktiebolag,SEMERA Aktiebolag,70200,,70200; 86222,BROMMA,16751,GUSTAVSLUNDSVÄGEN 34  3TR,"Bolaget skall bedriva ögonkirurgi med laser, ävensom idka handel med och förvaltning av värdepapper, samt därmed förenlig verksamhet.",1990-07-26,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556404-8188,NEWS Förvaltning och Consulting AB,NEWS Förvaltning och Consulting AB,71121,,71121; 64994; 68203,VARBERG,43235,FRIDHEMSGATAN 23,"Bolaget skall äga och förvalta fastigheter och värdepapper, konsultverksamhet inom fastighets- och byggutveckling samt därmed förenlig verksamhet.",1990-09-04,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556404-9764,JSB Klimat Service Aktiebolag,JSB Klimat Service Aktiebolag,43222,,43222,STORVRETA,74335,ÅSKMOLNSVÄGEN 59,"Bolaget skall bedriva ventilationsentreprenader och service, styr och regler, kyla, luftmätning, injustering av anläggninar, konsulterande verksamhet inom TV-antenn teknik ävensom idka därmed förenlig verksamhet.",1990-08-30,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556404-2785,Temarör i Stockholm Aktiebolag,Temarör i Stockholm Aktiebolag,43221,,43221,BANDHAGEN,12459,HARPSUNDSVÄGEN 211,Bolaget ska utföra VVS-installationer och därmed förenlig verksamhet.,1990-08-29,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556415-6908,Halix VVS AB,Halix VVS AB,43221,,43221,KARLSHAMN,37493,VEKERUMSVÄGEN 254,Bolaget skall bedriva installation inom VVS samt därmed förenlig verksamhet. Bedriva handel med fastigheter och värdepapper samt därmed förenlig verksamhet.,1991-01-16,active,,,http://www.bad-varme.com,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/halix+vvs+ab/karlshamn/nppqykgu | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556410-8891,Keizett Aktiebolag,Keizett Aktiebolag,70200,,70200,LINKÖPING,58750,EKKÄLLEGATAN 18  2TR,"Bolaget ska bedriva utbildning och utredningsverksamhet inom området industriell och offentlig produktion, fastighets- förvaltning, handel med värdepapper, handel med konfektyrvaror, handel, träning, utbildning, uthyrning och tävling med ridhästar samt idka därmed förenlig verksamhet.",1990-11-29,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556363-6280,Ättarö Åkeri Aktiebolag,Ättarö Åkeri Aktiebolag,49410,,49410,LUND,22104,BOX 1067,"Bolaget skall bedriva gods- person- och annan vägtransport i yrkesmässig trafik, sjötransport och därmed förenlig verksamhet.",1989-11-10,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556411-4774,Torresta Bygg Aktiebolag,Torresta Bygg Aktiebolag,43320,,43320,BÅLSTA,74691,VITSIPPAVÄGEN 3,"Aktiebolaget ska bedrdiva verksamhet med hantverkstjänster inom byggnation och fastighet, montering av hus, garage, kök, golv, trädgårdsarbete, grävning, gräsklippning samt därmed förenlig verksamhet.",1990-11-13,active,,,http://www.torrestabygg.se/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/torresta+bygg+ab/b%C3%A5lsta/lsdamouf | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556413-0333,Intäck Tak & Bygg Aktiebolag,Intäck Tak & Bygg Aktiebolag,41000,,41000; 43411; 43412,SUNDBYBERG,17279,ATELJÉVÄGEN 8  LGH 1001,Bolaget skall bedriva byggnadsverksamhet samt därmed förenlig verksamhet.,1991-01-28,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556422-9069,Team Störe Aktiebolag,Team Störe Aktiebolag,43240,,43240; 46831,FINSPÅNG,61296,EKUDDEN BRESTORP 403,"Bolaget skall driva försäljning och montage av garageportar, fastighetsförvaltning och därmed förenlig verksamhet.",1991-03-25,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556424-6097,Luleå Rörservice Aktiebolag,Luleå Rörservice Aktiebolag,43221,,43221,GAMMELSTAD,95432,TINGSVÄGEN 42,"Bolaget skall driva VVS-service, reparationer, installationer samt försäljning inom VVS.",1991-04-22,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556424-6576,Brisam Transport Aktiebolag,Brisam Transport Aktiebolag,49330,,49330,ÄNGELHOLM,26272,METALLGATAN 13 B,Bolaget skall bedriva beställningstrafik avseende person- och godsbefordran samt idka därmed förenlig verksamhet.,1991-04-19,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556420-0607,Kent Nilssons Gräv & Schakt Aktiebolag,Kent Nilssons Gräv & Schakt Aktiebolag,43120,,43120,TOMMARP,27293,VRANARP 53,Bolaget skall utföra grävnings- och schaktningsarbeten samt därmed förenlig verksamhet.,1991-02-11,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556426-4470,Lambrusco Aktiebolag,Lambrusco Aktiebolag,70200,,70200,LÖDDEKÖPINGE,24652,INSEKTSVÄGEN 3,"Bolaget ska ha till föremål för sin verksamhet att bedriva konsultverksamhet inom HR, coaching, organisationsutveckling och ledarskap, samt därmed förenlig verksamhet. Bolaget skall också äga och förvalta fast egendom och värdepapper.",1991-08-07,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556386-4486,"Trade Invest, N.E. Wranne Aktiebolag","Trade Invest, N.E. Wranne Aktiebolag",70200,,70200,MARIEFRED,64791,HERRESTA ÖSTRA FLYGELN 1,"Bolaget skall äga och förvalta fast och lös egendom, bedriva handel med aktier och värdehandlingar, idka handels- och agenturverksamhet med produkter inom AV- och elektronikbranscherna. Bolaget skall vidare bedriva konsultverksamhet inom områdena finans och marknadsföring samt idka därmed förenlig verksamhet.",1990-06-08,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556430-3534,MITRA Management Aktiebolag,MITRA Management Aktiebolag,70200,,70200,VELLINGE,23533,TRÄDGÅRDSGATAN 3 A,Bolaget skall bedriva konsultverksamhet.,1991-08-22,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556438-6471,Fläckholmen Konsult AB,Fläckholmen Konsult AB,69201,,69201,KULLAVIK,42934,ASPEKULLEN 3,"Bolaget skall bedriva redovisningsverksamhet, konsultation inom ekonomi och administration, styrelsearbete handel med värdepapper jämte därmed förenlig verksamhet.",1991-12-19,active,,,,,not_found,,,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_next_data
556441-3960,Johander Consulting AB,Johander Consulting AB,69201,,69201,STOCKHOLM,11668,TULLGÅRDSGATAN 26,"Bolaget skall bedriva konsultverksamhet inom ekonomiområdet, uthyrning av ekonomipersonal, idka handel med aktier och andra värdepapper samt därmed förenliga verksamheter.",1992-02-10,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556396-3692,Dalslands Byggnads Aktiebolag,Dalslands Byggnads Aktiebolag,41000,,41000,UDDEVALLA,45191,BUDDEBERG 136,"Aktiebolagets verksamhet är byggnadsrörelse, samt därmed förenlig verksamhet.",1990-06-12,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556434-7291,MM Gustafsson Holding AB,MM Gustafsson Holding AB,43210,,43210,ONSALA,43933,REXIUS VÄG 14,"Bolaget skall äga, förvalta och handla med fastigheter, investera i nya bolag samt värdepapper, därmed förenlig verksamhet.",1991-10-11,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556396-9798,Christer Olsson på Öckerö AB,Christer Olsson på Öckerö AB,70200,,70200,ÖCKERÖ,47531,UDDEN 6,"Bolaget skall bedriva konsulterande verksamhet inom marknadsföring, ekonomi, kravrutiner och fastighetsmarknaden samt bedriva uthyrning av fordon, industrimaskiner och kontorsinventarier, förmögenhetsförvaltning ävensom bedriva handel med fast egendom och lös egendom såsom båtar, personbilar, värdepapper och varor typ konstföremål, sportartiklar och kläder jämte idka annan därmed förenlig verksamhet. Bolaget skall också bedriva frisörverksamhet.",1990-05-21,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556438-5218,ARETI AB,ARETI AB,69201,,69201; 69202,SOLNA,16965,HAGALUNDSGATAN 15  9 TR,Bolaget har till föremål för sin verksamhet att bedriva rådgivning inom områdena redovisning och skatter samt förvalta fast och lös egendom ävensom idka därmed förenlig verksamhet.,1991-12-06,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556434-8554,Grevebacks Entreprenad Aktiebolag,Grevebacks Entreprenad Aktiebolag,43120,,43120; 49410,VISBY,62158,TALLUNDSGATAN 5,"Bolaget skall bedriva entreprenadrörelse inom anläggningsbranschen, lastbilsåkeri samt försäljning av jord/grus och sand samt även idka därmed förenlig verksamhet.",1991-10-28,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556397-5936,Birger Eriksson Måleriservice Aktiebolag,Birger Eriksson Måleriservice Aktiebolag,43341,,43341,GRIMSLÖV,34255,SKÄGGALÖSA PERSGÅRD 1,"Bolaget skall bedriva måleriverksamhet, handel med värdepapper och därmed förenlig verksamhet.",1990-06-27,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556442-5295,Lars Hartzell Consulting AB,Lars Hartzell Consulting AB,69101,,69101,STOCKHOLM,11231,HANTVERKARGATAN 56,"Aktiebolaget ska bedriva juridisk konsultverksamhet inom arbetsrätt, förlagsverksamhet samt tillverkning och försäljning av innovationer för kryptering samt med dessa förenliga verksamheter.",1992-02-27,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556401-5286,Advokat Sven-Erik Ekbäck Aktiebolag,Advokat Sven-Erik Ekbäck Aktiebolag,69101,,69101,STOCKHOLM,10369,BOX 3517,Bolaget skall uteslutande att under förutsättning av medgivande av Sveriges advokatsamfunds styrelse driva advokatverksamhet.,1990-08-09,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556437-3867,Stenungsunds Hamntjänst AB,Stenungsunds Hamntjänst AB,43999,,43999; 52220,STENUNGSUND,44431,TALLUDDEN 1,"Bolaget skall bedriva hamn- och båtmanstjänster, ställnings- byggnadsverksamhet inom byggnads- och industrisektorn, tillhandahålla maskinreparationsservicetjänster samt utöva därmed förenlig verksamhet.",1991-11-18,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556445-2299,Grävab i Årjäng Aktiebolag,Grävab i Årjäng Aktiebolag,43120,,43120; 46900; 68202,ÅRJÄNG,67294,GÖRDSBYN BONGA 2,Bolaget skall bedriva gräv- och transportarbeten jämte därmed förenlig verksamhet.,1992-03-25,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556405-6066,Polmont Aktiebolag,Polmont Aktiebolag,70200,,70200,NACKA,13154,PLANIAVÄGEN 11,Bolaget skall bedriva ekonomisk och administrativ konsultverksamhet samt idka därmed förenlig verksamhet.,1990-09-10,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556409-6260,A.R. Langborg Aktiebolag,A.R. Langborg Aktiebolag,41000,,41000; 71121; 74120,STOCKSUND,18278,BERGSTIGEN 9,"Bolaget skall bedriva konsultverksamhet inom kontorsadministration, handel med kontorsvaror samt bedriva försäljning av trycksaker och tryckeriverksamhet ävensom idka därmed förenlig rörelse. Bolaget skall även bedriva konsultverksamhet inom bygg- och fastighetsbranschen.",1991-01-21,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556431-5496,Högströms Husdröm & Interiör AB,Högströms Husdröm & Interiör AB,43320,,43320; 43999,KÖPINGEBRO,27172,BREDASTENSVÄGEN 71-0,"Föremålet för bolagets verksamhet är byggnadsverksamhet, konsult med projektledning inom byggnadsindustrin, konsultering och försäljning av inredning och design av bostäder samt handel med värdepapper och fast egendom och därmed förenlig verksamhet.",1991-08-23,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556307-6297,Ramnäs Åkeri Aktiebolag,Ramnäs Åkeri Aktiebolag,49410,,49410,RAMNÄS,73592,BRATTHEDSVÄGEN 57  FÄRMANSBO GÅRD,Bolaget skall bedriva fordonsdriftsentreprenad farligt gods ävensom idka därmed förenlig verksamhet.,1987-10-13,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556422-6461,Weine Hugoos Åkeri AB,Weine Hugoos Åkeri AB,49410,,49410,MJÖLBY,59591,RUSTORP HAGABERG,Bolaget skall bedriva aktie- och fastighetsförvaltning och därmed förenlig verksamhet.,1991-03-14,active,,,,,not_found,,,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_next_data
556308-2923,Kärrdalens Bygg AB,Kärrdalens Bygg AB,43320,,43320,GÖTEBORG,41727,KÄRRDALSVÄGEN 20,"Bolaget skall bedriva byggverksamhet, förvaltning av värdepapper och därmed förenlig verksamhet.",1987-11-04,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556434-0692,AUTOMEDON Aktiebolag,AUTOMEDON Aktiebolag,71121,,71121; 71122,ROSVIK,94534,TRUNDÖVÄGEN 723,Bolaget ska bedriva konsultverksamhet inom bygg- och anläggning samt mindre byggentreprenader.,1991-11-04,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556309-2450,Vencap Konsult Aktiebolag,Vencap Konsult Aktiebolag,70200,,70200,BERGSJÖ,82950,ÖSTIGÅRDSVÄGEN 3,"Bolaget skall bedriva fastighetsförvaltning och ekonomiska konsultationer, att äga , förvalta och bedriva handel med värdepapper samt därmed förenlig verksamhet.",1987-10-28,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556447-7528,Koncept Aktiebolag,Koncept Aktiebolag,70200,,70200,STOCKHOLM,11327,VIDARGATAN 5,"Bolaget skall i första hand ha till syfte att bereda vinst åt aktieägarna. Bolaget skall äga aktier i rörelsedrivande bolag samt aktivt utveckla och omstrukturera dessa företag. Bolaget skall i övrigt bedriva rådgivning och konsultverksamhet inom företagsutveckling, data, redovisning, skatter samt i övrigt bedriva därmed förenlig verksamhet. Bolaget skall även bedriva handel med värdepapper.",1992-05-21,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
