orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,county,municipality,post_place,zip_code,address,revenue_sek,revenue_year,revenue_tier,in_revenue_band,employees,status,phone,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,resolve_debug
559122-0909,Raza Trädgård AB,Raza Trädgård AB,Trädgård,Passagerartransporter,Passagerartransporter; Transportförmedling; Taxi; Uthyrning; Arbetskraftstjänster,Stockholm,Stockholm,,,,19134000,2022-12,in_band,true,30,,,,,,https://www.allabolag.se/foretag/raza-tradgard-ab/stockholm/-/2KGV9NXI63IJZ,not_found,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_url_found | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_no_name_match
559153-5280,Strand Beauty Distribution AB,Strand Beauty Distribution AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Stockholm,Stockholm,Stockholm,114 27,Surbrunnsgatan 13 Egen Ingång,19059000,2025-12,in_band,true,4,,,,,https://www.strandstainless.se,https://www.allabolag.se/foretag/strand-beauty-distribution-ab/stockholm/-/2KH208GI63IIB,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:strandstainless.se(score=14)
556624-7846,Broby Trädgårdsanläggning Aktiebolag,Broby Trädgårdsanläggning Aktiebolag,Trädgård,Entreprenörer,Entreprenörer; Byggmästare,Skåne,Östra Göinge,Broby,289 42,Industrigatan 8,19038000,2024-12,in_band,true,8,,04447124,,,,https://www.allabolag.se/foretag/broby-tradgardsanlaggning-aktiebolag/ostra-goinge/-/2K200BQI63IFX,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_no_name_match
556910-1800,Out of Eden AB,Out of Eden AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Stockholm,Vallentuna,Vallentuna,186 54,Zetterlunds Väg 13,19034000,2025-02,in_band,true,7,,,,,http://www.esseskincare.se,https://www.allabolag.se/foretag/out-of-eden-ab/vallentuna/-/2K3P6G8I63IIB,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/out-of-eden-ab/vimmerby/hcoppyap | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556916-9948,ST Mark & Trädgård AB,ST Mark & Trädgård Aktiebolag,Trädgård,Trädgårdsanläggningar,Trädgårdsanläggningar; Parkanläggningar,Västra Götaland,Göteborg,Torslanda,423 59,Smedjegårdsängen 1,18915000,2024-12,in_band,true,14,,031227070,,http://stmark.se,http://stmark.se,https://www.allabolag.se/foretag/st-mark-och-tradgard-ab/goteborg/-/2K3QN18I5YI51,already_present,,
556283-2906,Hallarnas Trädgård i Göteborg AB,Hallarnas Trädgård i Göteborg AB,Trädgård,Grossister,"Grossister; Växtservice, kontorsservice",Västra Götaland,Göteborg,Göteborg,411 04,Blomstergatan 2,18735000,2024-12,in_band,true,3,,,,,https://hallarnastradgard.se,https://www.allabolag.se/foretag/hallarnas-tradgard-i-goteborg-ab/goteborg/-/2JZYTCAI63IGS,ddg,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:hallarnastradgard.se(score=22)
556881-2142,Klostra Handelsträdgård AB,Klostra Handelsträdgård AB,Trädgård,Butikshandel,"Butikshandel; Butikshandel -övrigt; Möbler, inredning, kök- och belysningsutrustning; Detaljhandel; Postorder/e-handel",,,,,,18697000,2025-12,in_band,true,6,,,,,https://www.klostra.se,https://www.allabolag.se/foretag/klostra-handelstradgard-ab/-/-/2K3IYY6I63ILL,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:klostra.se(score=14)
556655-1437,Kolmårdskök AB,Kolmårdskök AB,Möbler,Möbler,Köksinredningar; Möbler; Virke och byggvaror; Detaljhandel; Butikshandel; Byggmästare; Snickeriarbeten,Östergötland,Norrköping,Norrköping,602 23,Lindåkersgatan 25,18696000,2024-12,in_band,true,9,,011 107110,info@kolmardskok.se,https://www.kolmardskok.se/index,https://www.kolmardskok.se/index,https://www.allabolag.se/foretag/kolmardskok-ab/norrkoping/-/2K26IKTI5YGJV,already_present,,
556474-8225,Tönnersjö Trädgård Aktiebolag,Tönnersjö Trädgård Aktiebolag,Trädgård,Jordbruk,Jordbruk; Jordbruk - odling,Halland,Halmstad,Eldsberga,305 97,Tönnersjö 466,18654000,2025-06,in_band,true,10,,,,,https://www.facebook.com/pages/T%C3%B6nnersj%C3%B6-Tr%C3%A4dg%C3%A5rd-AB/318542338274633,https://www.allabolag.se/foretag/tonnersjo-tradgard-aktiebolag/halmstad/-/2K13V7LI63IHJ,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/tonnersjo-tradgard-ab/eldsberga/nqrtykmop | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
559107-9602,Tree of brands AB,Tree of brands AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Stockholm,Stockholm,Stockholm,111 21,Drottninggatan 55,18600000,2025-12,in_band,true,5,,,,,https://treeofbrands.com,https://www.allabolag.se/foretag/tree-of-brands-ab/stockholm/-/2KGS8MQI63IIB,ddg,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:treeofbrands.com(score=20)
559176-0417,YV Business AB,YV Business AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Stockholm,Lidingö,,,,18543000,2022-12,in_band,true,2,,,,,,https://www.allabolag.se/foretag/yv-business-ab/lidingo/-/2KH6TY9I63IIB,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_no_name_match
556791-7553,Mandel Cykel & Trädgård AB,Mandel Cykel & Trädgård AB,Trädgård,Sport,Sport; Detaljhandel; Butikshandel; Reparatörer,Örebro,Karlskoga,Karlskoga,691 47,Skogsbovägen 4 a,18543000,2024-12,in_band,true,8,,,,,http://www.mandels.se/,https://www.allabolag.se/foretag/mandel-cykel-och-tradgard-ab/karlskoga/-/2K2ZSOHI5YHR6,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/mandel-cykel-och-tradgard-ab/karlskoga/hcopxyfk | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
559476-0836,Ängelholm Skog & Trädgård AB,Ängelholm Skog & Trädgård AB,Trädgård,Bilar,Bilar; Detaljhandel; Bilreservdelar,Skåne,Ängelholm,Ängelholm,262 71,Midgårdsgatan 7,18522000,2025-12,in_band,true,2,,,,,https://www.skogotrad.se/,https://www.allabolag.se/foretag/angelholm-skog-och-tradgard-ab/angelholm/-/2KIZ538I5YCZW,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/%C3%A4ngelholm+skog+och+tr%C3%A4dg%C3%A5rd+ab/%C3%A4ngelholm/hicseaoqr | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
559180-3423,Djupdahls Skog & Trädgård AB,Djupdahls Skog & Trädgård AB,Trädgård,Parkanläggningar,Parkanläggningar; Skogstjänster; Fastighetsförvaltning,Halland,Varberg,Varberg,432 47,Trönninge 1,18514000,2024-12,in_band,true,14,,,,,https://djupdahls.se,https://www.allabolag.se/foretag/djupdahls-skog-och-tradgard-ab/varberg/-/2KH7R4VI63IJW,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:djupdahls.se(score=14)
556376-7895,Headsup AB,Headsup AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Jönköping,Vaggeryd,Skillingaryd,568 32,Storgatan 90,18498000,2024-12,in_band,true,10,,036167350,,,https://www.headsup.se,https://www.allabolag.se/foretag/headsup-ab/vaggeryd/-/2K0IUS7I63IIB,ddg,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:headsup.se(score=22)
556278-3554,Häggströms Modehus Aktiebolag,Häggströms Modehus Aktiebolag,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Västerbotten,Nordmaling,Lögdeå,914 92,Movägen 7,18399000,2024-12,in_band,true,9,,,,,,https://www.allabolag.se/foretag/haggstroms-modehus-aktiebolag/nordmaling/-/2JZXR9EI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_no_name_match
556254-9393,Hikmet Leksaker och Fritid Aktiebolag,Hikmet Leksaker och Fritid Aktiebolag,Leksaker,"Spel, nöjesanläggningsutrustningar","Spel, nöjesanläggningsutrustningar; Butikshandel; Detaljhandel; Finansbolag, finansiella tjänster; Värdepappershandel",Jönköping,Jönköping,Jönköping,554 75,Hedenstorpsvägen 11,18309000,2025-12,in_band,true,3,,036715148,,,,https://www.allabolag.se/foretag/hikmet-leksaker-och-fritid-aktiebolag/jonkoping/-/2JZSQKXI5YHPS,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_no_name_match
556827-8906,Piteå Leksaker AB,Piteå Leksaker AB,Leksaker,"Spel, nöjesanläggningsutrustningar","Spel, nöjesanläggningsutrustningar; Butikshandel; Detaljhandel",Norrbotten,Piteå,Piteå,941 32,Storgatan 48 c,18203000,2024-12,in_band,true,5,,,,,,https://www.allabolag.se/foretag/pitea-leksaker-ab/pitea/-/2K37JI2I5YHPS,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:12 | ddg_no_name_match
559313-1476,Common Clouds AB,Common Clouds AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Detaljhandel; Postorder/e-handel; Kosmetik - tillverkare och grossister; Grossister",Stockholm,Stockholm,Stockholm,111 61,Tegnergatan 37 a,18127000,2025-03,in_band,true,3,,,,,https://commonclouds.com,https://www.allabolag.se/foretag/common-clouds-ab/stockholm/-/2KI07V8I63IIB,ddg,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:commonclouds.com(score=20)
559074-5989,Hultings Mark & Trädgård AB,Hultings Mark & Trädgård AB,Trädgård,Parkanläggningar,Parkanläggningar; Städservice; Byggmästare; Snickeriarbeten,Jönköping,Jönköping,Jönköping,553 12,Björnebergsvägen 1,17875000,2025-12,in_band,true,19,,,,,https://www.hultings.se/,https://www.allabolag.se/foretag/hultings-mark-och-tradgard-ab/jonkoping/-/2KGL37PI63IJW,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/hultings/j%C3%B6nk%C3%B6ping/jootyzdfh | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556663-9968,Tunareds Helentreprenad AB,Tunareds Helentreprenad AB,Leksaker,Byggmästare,"Byggmästare; Fastighetsbolag, lokaler",Halland,Kungsbacka,Fjärås,439 73,Hörlyckan 52,17862000,2025-08,in_band,true,10,,,,,,https://www.allabolag.se/foretag/tunareds-helentreprenad-ab/kungsbacka/-/2K28EW0I5YDDT,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_no_name_match
556309-6469,Moheda Trade AB,Moheda Trade AB,Skor,Skor,Skor; Skor och tillbehör - produktion; Producenter; Konfektion; Kläder; Grossister,Kronoberg,Alvesta,Moheda,342 60,Toffelvägen 4,17656000,2024-12,in_band,true,8,,,,,https://moheda.com/,https://www.allabolag.se/foretag/moheda-trade-ab/alvesta/-/2K04GPHI5YHGY,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/moheda+toffeln+reinholdson+sko+ab/moheda/nuxejcqt | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
559164-7739,We are Ono Sweden AB,We are Ono Sweden AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Stockholm,Stockholm,Stockholm,,,17590000,2025-12,in_band,true,1,,,,,,https://www.allabolag.se/foretag/we-are-ono-sweden-ab/stockholm/-/2KH4F0BI63IIB,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_no_name_match
556841-3586,Brunnby Skog & Trädgård AB,Brunnby Skog & Trädgård AB,Trädgård,"Lantbruksmaskiner, förnödenheter - grossist","Lantbruksmaskiner, förnödenheter - grossist; Lantbruksmaskiner, förnödenheter; Grossister",Västmanland,Västerås,Västerås,725 97,Brunnby,17576000,2024-12,in_band,true,5,,0708955470,,,https://brunnby.se,https://www.allabolag.se/foretag/brunnby-skog-och-tradgard-ab/vasteras/-/2K3AFF6I63IIH,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:brunnby.se(score=14)
559021-8425,19-69 Group AB,19-69 Group AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Skåne,Vellinge,Vellinge,235 39,Modemgatan 10,17514000,2024-12,in_band,true,0,,,,,,https://www.allabolag.se/foretag/19-69-group-ab/vellinge/-/2KG9S55I63IIB,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_no_name_match
559169-2594,Team Roslund AB,Team Roslund AB,Kosmetika,Hälsotjänster,"Hälsotjänster; Tandläkare; Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Norrbotten,Luleå,Luleå,972 35,Bangårdsgatan 2,17514000,2025-12,in_band,true,11,,,,,,https://www.allabolag.se/foretag/team-roslund-ab/lulea/-/2KH5DMAI63IHB,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_no_name_match
556905-6152,Säffle och Åmål Hemelektronik AB,Säffle och Åmål Hemelektronik AB,Hemelektronik,"Radio TV, video","Radio TV, video; Detaljhandel",Västra Götaland,Åmål,Åmål,662 31,Kungsgatan 11,17393000,2024-12,in_band,true,19,,,,,https://www.elonljudbild.se/,https://www.allabolag.se/foretag/saffle-och-amal-hemelektronik-ab/amal/-/2K3O788I5YH3M,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/elon-ljud-och-bild-kristinehamn/kristinehamn/apqvilqr | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556852-5975,Joäng Mark & Trädgård AB,Joäng Mark & Trädgård AB,Trädgård,Parkanläggningar,Parkanläggningar; Byggmästare; Arkitekter,Skåne,Trelleborg,Trelleborg,231 62,Godsvägen 8,17200000,2025-08,in_band,true,20,,,,,http://joang.se/,https://www.allabolag.se/foretag/joang-mark-och-tradgard-ab/trelleborg/-/2K3CU53I63IJW,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/jo%C3%A4ng+mark+och+tr%C3%A4dg%C3%A5rd/trelleborg/akosxzjkl | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
559200-7818,Green View Trädgård AB,Green View Trädgård AB,Trädgård,Parkanläggningar,Parkanläggningar,Stockholm,Stockholm,Bandhagen,124 67,Hardemogatan 15,17105000,2024-12,in_band,true,14,,,,,,https://www.allabolag.se/foretag/green-view-tradgard-ab/stockholm/-/2KHC4UII63IJW,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_no_name_match
556223-9292,Trädgårds-Göran Aktiebolag,Trädgårds-Göran Aktiebolag,Trädgård,Parkanläggningar,Parkanläggningar,Östergötland,Norrköping,Norrköping,602 28,Sjötullsgatan 1,17089000,2024-12,in_band,true,12,,011107075,,,http://www.tradgardsgoran.se/,https://www.allabolag.se/foretag/tradgards-goran-aktiebolag/norrkoping/-/2JZM3B0I63IJW,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/tr%C3%A4dg%C3%A5rds+g%C3%B6ran+ab/norrk%C3%B6ping/nnggrrbj | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556484-0709,BJ Leksaker i Gällivare Aktiebolag,BJ Leksaker i Gällivare Aktiebolag,Leksaker,"Spel, nöjesanläggningsutrustningar","Spel, nöjesanläggningsutrustningar; Butikshandel; Detaljhandel",Norrbotten,Gällivare,Gällivare,982 38,Metallvägen 14,17066000,2024-12,in_band,true,6,,,,,,https://www.allabolag.se/foretag/bj-leksaker-i-gallivare-aktiebolag/gallivare/-/2K15UKLI5YHPS,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_no_name_match
559190-6457,Macken Luhrpasset AB,Macken Luhrpasset AB,Smycken,Livsmedel,Livsmedel; Butikshandel; Bilar; Detaljhandel; Bilreservdelar,Kronoberg,Markaryd,Strömsnäsbruk,287 34,Hinnerydsvägen 45,17005000,2024-12,in_band,true,7,,,,,https://macken.se,https://www.allabolag.se/foretag/macken-luhrpasset-ab/markaryd/-/2KH9YMXI5YFWD,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:macken.se(score=14)
556659-7844,Henrik Falk Skog & Trädgård AB,Henrik Falk Skog & Trädgård AB,Trädgård,Parkanläggningar,Parkanläggningar; Jordbruk; Jordbruk - andra tjänster,Stockholm,Ekerö,Munsö,178 91,Landholmsvägen 40,17000000,2024-12,in_band,true,7,,0705736373,,,,https://www.allabolag.se/foretag/henrik-falk-skog-och-tradgard-ab/ekero/-/2K27IDWI63IJW,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_no_name_match
556909-8568,Troentorp Clogs AB,Troentorp Clogs AB,Skor,Skor,Skor; Skor och tillbehör - produktion; Producenter,Västra Götaland,Skövde,Skövde,549 37,Stallsiksvägen 1,16997000,2024-12,in_band,true,6,,0760153545,,,https://troentorp.se,https://www.allabolag.se/foretag/troentorp-clogs-ab/skovde/-/2K3P3YGI5YHGY,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:11 | ddg_picked:troentorp.se(score=14)
556754-3243,LB Anderssons Trädgård AB,LB Anderssons Trädgård AB,Trädgård,Parkanläggningar,Parkanläggningar; Jordbruk; Jordbruk - andra tjänster,Dalarna,Ludvika,Ludvika,771 94,Björnmossevägen 3 c,16981000,2025-12,in_band,true,18,,0240592300,,,,https://www.allabolag.se/foretag/lb-anderssons-tradgard-ab/ludvika/-/2K2RRUZI63IJW,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_no_name_match
559195-4952,Lindhagen Macken AB,Lindhagen Macken AB,Smycken,Livsmedel,Livsmedel; Butikshandel; Bilar; Detaljhandel; Bilreservdelar,Stockholm,Stockholm,Stockholm,112 43,Lindhagensplan 60,16952000,2025-12,in_band,true,8,,,,,https://www.lindhagen.se,https://www.allabolag.se/foretag/lindhagen-macken-ab/stockholm/-/2KHB020I5YFWD,ddg,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_picked:lindhagen.se(score=14)
556826-9301,LEXIMA AB,LEXIMA AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister; Livsmedel; Livsmedel - agenturer och grossister; Evenemangsproduktioner; Konfektion; Kläder; Catering",Stockholm,Stockholm,Stockholm,112 26,Kungsbro Strand 29,16882000,2025-04,in_band,true,0,,,,,http://www.lexima.se/,https://www.allabolag.se/foretag/lexima-ab/stockholm/-/2K37C39I63IIB,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/lexima+ab/stockholm/cnnquyeak | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556062-1152,Bäckmans Skoservice Aktiebolag,Bäckmans Skoservice Aktiebolag,Skor,Skor,Skor; Läder och lädervaror; Reparatörer,Stockholm,Stockholm,Stockholm,114 39,Nybrogatan 23,16682000,2025-04,in_band,true,9,,086600079,,,https://www.backmansskoservice.se/,https://www.allabolag.se/foretag/backmans-skoservice-aktiebolag/stockholm/-/2JYNEQOI5YHGY,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/b%C3%A4ckmans+skoservice+ab/stockholm/covdhggtu | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556798-1203,Gastro Sweden Tech AB,Gastro Sweden Tech AB,Trädgård,"Restaurangutrustningar, storköksutrustningar","Restaurangutrustningar, storköksutrustningar; Grossister; Reparatörer; Maskinförnödenheter; Maskinförnödenheter - reparationer; Byggmästare; Elinstallationer",Skåne,Kristianstad,Kristianstad,291 36,Industrigatan 24,16343000,2024-12,in_band,true,3,,044109200,,,https://www.gastrobutiken.se,https://www.allabolag.se/foretag/gastro-sweden-tech-ab/kristianstad/-/2K315SJI5YH9R,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/gastro+sweden+tech+ab/kristianstad/fnszanqzd | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
559049-5668,Pronito AB,Pronito AB,Kosmetika,Detaljhandel - annat,"Detaljhandel - annat; Detaljhandel; Postorder/e-handel; Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister; Skolor och utbildning; Butikshandel",Halland,Falkenberg,Älvsered,311 63,Falkenbersvägen 10,16189000,2025-01,in_band,true,2,,,,,,https://www.allabolag.se/foretag/pronito-ab/falkenberg/-/2KGFQ2CI63ILV,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_no_name_match
559097-3086,Leksakscity Sverige AB,Leksakscity Sverige AB,Leksaker,"Spel, nöjesanläggningsutrustningar","Spel, nöjesanläggningsutrustningar; Detaljhandel; Postorder/e-handel",Gävleborg,Gävle,Gävle,802 93,Johannesbergsvägen 27,16188000,2025-03,in_band,true,2,,,,,http://www.leksakscity.se,https://www.allabolag.se/foretag/leksakscity-sverige-ab/gavle/-/2KGPYFYI5YHPS,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/leksakscity+sverige+ab/anderstorp/ctuuxfmgo | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556197-3958,L. Olsén Mode Aktiebolag,L. Olsén Mode Aktiebolag,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Skåne,Malmö,Malmö,211 34,Södergatan 21,16079000,2025-04,in_band,true,9,,040232050,,,,https://www.allabolag.se/foretag/l-ols-n-mode-aktiebolag/malmo/-/2JZGEKMI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_no_name_match
559390-0128,Tandhuset Crown AB,Tandhuset Crown AB,Kosmetika,Hälsotjänster,"Hälsotjänster; Tandläkare; Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Norrbotten,Älvsbyn,Älvsbyn,942 33,Fluxenvägen 16,16039000,2025-12,in_band,true,11,,,,,http://tandhusetkronan.se,https://www.allabolag.se/foretag/tandhuset-crown-ab/alvsbyn/-/2KIGOYOI63IHB,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/tandhuset+kronan/%C3%A4lvsbyn/npuuzijcm | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556523-3961,Gnosjö Trädgård & Handel AB,Gnosjö Trädgård & Handel AB,Trädgård,Järnvaror,"Järnvaror; Detaljhandel; Butikshandel; Reparatörer; Lantbruksmaskiner, förnödenheter - grossist; Lantbruksmaskiner, förnödenheter; Grossister; Maskinförnödenheter; Maskinförnödenheter - reparationer; MC, mopeder, skotrar",Jönköping,Gnosjö,Gnosjö,335 33,Idrottsvägen 3,15976000,2025-12,in_band,true,4,,,,,http://www.tradgardhandel.se/,https://www.allabolag.se/foretag/gnosjo-tradgard-och-handel-ab/gnosjo/-/2K1EA09I5YEU5,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/gnosj%C3%B6+tr%C3%A4dg%C3%A5rd+och+handel+ab/gnosj%C3%B6/mpbxzfmrs | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
559169-1836,SweITech AB,SweITech AB,E-handel,E-handel,"E-handel; Datorer - Kringutrustningar; Detaljhandel; Postorder/e-handel; Hushållsutrustningar, vitvaror; Hushållsutrustningar, vitvaror - grossister; Grossister",Stockholm,Stockholm,Skärholmen,127 39,Stensätravägen 5,15928000,2024-12,in_band,true,4,,,Support@techhuset.se,https://techhuset.se,https://techhuset.se,https://www.allabolag.se/foretag/sweitech-ab/stockholm/-/2KH5D18I5YDVM,already_present,,
556515-9448,LTM Liermann Trädgård & Markanläggning AB,LTM Liermann Trädgård & Markanläggning AB,Trädgård,Byggmästare,Byggmästare,Stockholm,Täby,Täby,187 38,Åkerbyvägen 374,15875000,2025-04,in_band,true,15,,0705687656,,,,https://www.allabolag.se/foretag/ltm-liermann-tradgard-och-markanlaggning-ab/taby/-/2K1COIGI5YDDT,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_skipped_rate_limited | brave_skipped_rate_limited | ddg_candidates:10 | ddg_no_name_match
