orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,email,phone,resolve_debug
556976-0076,Omnia Garden AB,Omnia Garden AB,46900,,46900,HÖGANÄS,26391,LÅNGARÖDSVÄGEN 236-25,Bolaget ska bedriva internethandel med företrädesvis trädgårds- produkter mot den nordiska marknaden samt därmed förenlig verksamhet.,2014-07-01,active,,,,,,,,,
556943-1934,Addcol Sweden AB,Addcol Sweden AB,47551,,47551,KRISTIANSTAD,29136,LÄRKVÄGEN 5,"Bolaget ska bedriva import, lagerhållning och distribution av egentillverkade möbler samt därmed förenlig verksamhet.",2013-09-23,active,,,,,,,,,
556945-9265,Karthana AB,Karthana AB,47634,,47634; 70200; 58290,LINDOME,43738,UGGLEHOLKSVÄGEN 13,"Bolaget ska bedriva mjukvaruutveckling, konsultverksamhet inom IT och management samt handel med konfektions- och sportartiklar och därmed förenlig verksamhet.",2013-10-21,active,,,,,,,,,
556949-0245,HF Gruppen AB,HF Gruppen AB,47113,,47113; 70200,KLINTEHAMN,62375,HEJDE FORSE 650,"Företaget ska bedriva konsultverksamhet inom affärs- och produktutveckling, strategi, projektledning och management samt därmed förenlig verksamhet. Bolaget skall även utveckla och sälja produkter och tjänster inom spel, lotterier och livsmedelsområdet samt därmed förenlig verksamhet. Utöver det skall bolaget kunna äga och förvalta fast och lös egendom samt bedriva därmed förenlig verksamhet.",2013-11-15,active,,,,,,,,,
556957-5854,Borås Chark AB,Borås Chark AB,46321,,46321,BORÅS,50118,BOX 8000,Bolaget ska bedriva import - och exporthandel av kött och livsmedel som både grossist och detaljist och därmed förenlig verksamhet.,2014-01-08,active,,,,,,,,,
559007-5551,Höllvikens Kött & Grill AB,Höllvikens Kött & Grill AB,47220,,47220,HÖLLVIKEN,23651,FALSTERBOVÄGEN 65,Bolaget ska sälja kött och charkprodukter och därmed förenlig verksamhet.,2015-03-16,active,,,,,,,,,
556988-3787,Vbri Group AB,Vbri Group AB,46641,,46641; 82300; 70200; 72109; 28290,ULRIKA,59053,GAMMALKILSVÄGEN 8,"VBRI Group AB bedriver försäljning och utveckling av laboratorieinstrument samt relaterad vetenskaplig utrustning till laboratorier inom forskning, sjukvård och utbildning till företag inom läkemedels-, bioteknik- och kemisk industri. Bolaget arrangerar även konferenser, mässor och andra evenemang med inriktning på vetenskap, teknik och innovation. Därtill erbjuder företaget konsulttjänster inom hållbar utveckling.",2014-10-30,active,,,,,,,,,
556954-5303,Isabell Yalda Hellysaz AB,Isabell Yalda Hellysaz AB,47712,,47712; 47711; 74110,SUNDBYBERG,17272,TULEGATAN 76  LGH 1301,"Bolaget ska bedriva verksamhet inom design, produktion, import- export och försäljning av kläder och skor, glasögon och glasögonbågar, väskor och bälten, modeaccessoarer samt därmed förenlig verksamhet.",2013-12-14,active,,,,,,,,,
556978-1296,Firolo AB,Firolo AB,46502,,46502,SALTSJÖ-BOO,13245,JUNKERVÄGEN 11 A,"Konsulttjänster kring styrning och ledning av bolag, affärsutveckling, försäljning, distribution och logistik samt idka därmed förenlig verksamhet.",2014-07-23,active,,,,,,,,,
556979-3481,SK INVESTMENT AB,SK INVESTMENT AB,46433,,46433; 70200,GÖTEBORG,41551,ORION 14,Bolaget ska bedriva postorder och internethandel av främst belysningsartiklar samt därmed förenlig verksamhet.,2014-08-13,active,,,,,,,,,
556989-0253,Widegrens förlag AB,Widegrens förlag AB,47611,,47611; 56110; 90110; 47622; 58110,FLEN,64291,REMNA KLASTORP 2  LOTTSJÖBACKEN,"Förlagsverksamhet med produktion, utgivning och försäljning av böcker, trycksaker, spel & elektroniska publikationer, samt tjänster inom kommunikation, grafisk form och PR.",2014-11-04,active,,,,,,,,,
556989-0907,Marialex AB,Marialex AB,47123,,47123; 64994; 79900,SMÅLANDSSTENAR,33391,KOLLÅKERSKOG 12,Bolaget skall bedriva förvaltning av värdepapper och därmed förenlig verksamhet.,2014-11-04,active,,,,,,,,,
556990-1670,Gröna Gredelina AB,Gröna Gredelina AB,46440,,46440; 46450,STOCKHOLM,11763,NYBOHOVSGRÄND 10,"Försäljning samt produktion utav hållbara, naturliga produkter för rengöring utav hem samt till personlig hygien. Produkterna ska innehålla naturliga ingredienser och vara anpassade till flera användningsområden. Exempel på produkt är en allrengöring helt utan kemikalier, linnespray, handtvål, olivtvålar, såpa på förtvålad olivolja, skrubbsalt mm. Allt med en hållbarhetsaspekt och baserade på kunskap om hur vi gjorde förr genom att ta tillvara gamla beprövade recept och metoder.",2014-11-13,active,,,,,,,,,
556994-0694,Easeful AB,Easeful AB,46460,,46460; 77390; 74110; 62100; 96230,ENSKEDEDALEN,12133,TÄPPGRÄND 7,"Bolaget ska bedriva utveckling, produktion, import, export, försäljning, uthyrning och leasing av massagestolar samt tillhörande mjukvara och produkter. Verksamheten ska även omfatta konsultverksamhet, utbildning och inredningsuppdrag inom hälsoområdet. Bolaget ska även bedriva franchiseverksamhet samt äga och förvalta lös och fast egendom och därmed förenlig verksamhet.",2014-12-08,active,,,,,,,,,
556999-3693,Våknared AB,Våknared AB,46141,,46141; 71122,TORUP,31441,GRANVÄGEN 1,Bolaget ska sälja verkstadsmaskiner och bedriva konsulttjänster inom verkstadsindustrin och därmed förenlig verksamhet.,2015-01-05,active,,,,,,,,,
556661-0910,Sportfiskegiganten i Malmö AB,Sportfiskegiganten i Malmö AB,47631,,47631,MALMÖ,21225,LUNDAVÄGEN 56,"Bolaget verksamhet ska vara att bedriva datakonsultverksamhet och därtill relaterad verksamhet samt sportfiskeverksamhet såsom försäljning, internethandel och guidning.",2004-04-22,active,,,,,,,,,
556965-3321,CarCloud AB,CarCloud AB,47811,,47811; 46712; 70200,VAXHOLM,18595,ÖVERBYSLINGAN 31,"Bolaget ska bedriva försäljning av motorfordon, utföra administrativa tjänster samt bedriva konsulterksamhet i anslutning till tidigare nämnda områden och därmed förenlig verksamhet.",2014-03-14,active,,,,,,,,,
556946-2335,Westag AB,Westag AB,46420,,46420,ALINGSÅS,44160,GRÅ-FIAS VÄG 9,"Bolaget skall bedriva agentur och distribution inom konfektion, skor och inredning, konsultationer inom konfektion, skor och inredning, förvaltning av värdepapper, samt därmed förenlig verksamhet.",2013-10-23,active,,,,,,,,,
556972-5426,addcit AB,addcit AB,46503,,46503; 62201; 46501,GÖTEBORG,41137,VASAGATAN 40,Bolaget skall bedriva verksamhet inom IT och telekommunikation samt därmed förenlig verksamhet.,2014-05-22,active,,,,,,,,,
556966-7727,Fotorama AB,Fotorama AB,47552,,47552,SALTSJÖ-BOO,13238,SVARVARVÄGEN 2 B,Bolaget ska bedriva inramningsverkstad med inriktning på försäljning av foton i begränsade upplagor samt därmed förenlig verksamhet.,2014-03-28,active,,,,,,,,,
556942-9987,Filippinska Asian Market AB,Filippinska Asian Market AB,47112,,47112,STOCKHOLM,11136,HOLLÄNDARGATAN 9,Bolaget ska bedriva detaljhandel inom livsmedelsbranschen och därmed förenlig verksamhet.,2013-09-19,active,,,,,,,,,
556944-2188,Chefs Culinar AB,Chefs Culinar AB,47112,,47112,ARLÖV,23291,FLANSBJERSVÄGEN 13,Bolaget ska sälja livsmedelsprodukter till andra svenska bolag.,2013-10-02,active,,,,,,,,,
556962-3126,Mammuth AB,Mammuth AB,46433,,46433,KÄVLINGE,24493,FÖRETAGSHUSVÄGEN 5,"Aktiebolaget ska bedriva import och försäljning av elektriska och elektroniska produkter, såsom belysningsutrustning, samt installations- och konsultverksamhet inom samma område jämte därmed förenlig verksamhet.",2014-02-18,active,,,,,,,,,
556977-6668,JOBOD AB,JOBOD AB,46460,,46460,FALUN,79162,STYRAREGATAN 1 E,Bolaget ska idka fastighetsförvaltning samt handel med fastigheter och värdepapper och därmed förenlig verksamhet samt försäljning inom medicinteknisk utrustning och tillhörande varor och tjänster.,2014-07-14,active,,,,,,,,,
556980-3397,Per Mordt AB,Per Mordt AB,46649,,46649,VETLANDA,57441,MOSSGÅRDSVÄGEN 8,Bolaget ska bedriva försäljning och service av maskindelar framförallt med inriktning på glasindustrin samt därmed förenlig verksamhet.,2014-08-22,active,,,,,,,,,
556978-0504,HT Släp Sydost AB,HT Släp Sydost AB,47813,,47813; 77390,VÄXJÖ,35246,HJALMAR PETRIS VÄG 48,"Bolaget skall bedriva import och försäljning av släp och andra fordon, service och reparationer samt försäljning av reservdelar och tillbehör, samt uthyrning av släp och trailer, samt därmed förenlig verksamhet.",2014-07-21,active,,,,,,,,,
556993-8391,Plomarion AB,Plomarion AB,46420,,46420; 86222,BJÄRRED,23734,KAMRERSVÄGEN 41,Bolaget skall bedriva läkemedelsstudier och föreläsningar inom medicin samt därmed förenlig verksamhet.,2014-12-04,active,,,,,,,,,
556978-8309,Nascom AB,Nascom AB,47820,,47820,KÄTTILSTORP,52195,YLLESTAD ROSENLUND,Föremålet för bolagets verksamhet är att bedriva försäljning och service av fordonselektronik och därmed förenlig verksamhet.,2014-08-06,active,,,,,,,,,
556909-8659,Falk Väst Food AB,Falk Väst Food AB,46380,,46380,GÖTEBORG,41533,GUNNEL WEINÅS VÄG 3,Föremålet för bolagets verksamhet är att bedriva grossist- försäljning av specerivaror till företag och privatpersoner samt därmed förenlig verksamhet.,2012-11-08,active,,,,,,,,,
556946-9488,Levit Party Time AB,Levit Party Time AB,46499,,46499; 47789,BARA,23362,BÄCKTISTELGATAN 24,"Bolaget är verksam inom försäljning, marknadsföring, leveranser och uthyrning av festartiklar samt partytillbehör för privatpersoner, företag och därmed förenlig versamhet.",2013-10-30,active,,,,,,,,,
556946-9504,Abrco AB,Abrco AB,46720,,46720,STAVSNÄS,13970,SKOLVÄGEN 3,"Bolaget ska bedriva handel med vård och sjukhusutrustning, motorindustri med tillhörande reservdelar, Energisektor, Miljösektor, fastigheter och mark, investering, jordbruksmaskiner, petroleumprodukter, anläggningsmaskiner med tillhörande reservdelar, import och export av råvaror så som cement och socker och vete, konsulting inom företagets verksamhet samt äga och förvalta fast egendom jämte därmed förenlig verksamhet.",2013-10-30,active,,,,,,,,,
556958-4179,Normedi AB,Normedi AB,46460,,46460,SOLNA,16928,BOX 808,Bolaget ska sälja och marknadsföra medicintekniska produkter och bedriva därmed förenlig verksamhet.,2014-01-14,active,,,,,,,,,
556985-7427,Allc Servicehandel AB,Allc Servicehandel AB,47621,,47621,STOCKHOLM,11120,CENTRAL ÖVRE KLARABERGSVIADUKTEN,Bolaget ska driva detaljhandel främst i form av kiosk och servicebutik ävensom idka därmed förenlig verksamhet.,2014-10-09,active,,,,,,,,,
559008-4694,Starz detaljhandel AB,Starz detaljhandel AB,46499,,46499,TUMBA,14733,BJÖRKVÄGEN 67,"Bolaget ska bedriva försäljning av varor på internet, däribland barnprodukter, leksaker samt utföra därmed förenlig verksamhet.",2015-03-24,active,,,,,,,,,
559008-9248,RAMAB Gruppen AB,RAMAB Gruppen AB,47792,,47792; 41000; 47552; 43120; 47811,UPPSALA,75002,BOX 2051,"Bolagets verksamhet ska vara att bedriva försäljning av begagnade heminredningsvaror, kuriosa och antikviteter. Företaget kommer även köpa dödsbon och genomföra transporter.",2015-03-26,active,,,,,,,,,
559000-2902,BMC Transportkylservice i Stockholm AB,BMC Transportkylservice i Stockholm AB,46649,,46649,JORDBRO,13650,RUDANVÄGEN 4,"Aktiebolaget ska utföra servicearbete och aggregatförsäljning inom kylbranschen, ävensom idka därmed förenlig verksamhet.",2015-01-14,active,,,,,,,,,
556978-4100,Point Source Scandinavia AB,Point Source Scandinavia AB,46432,,46432,SUNDBYBERG,17274,STARRBÄCKSGATAN 2,Bolaget skall bedriva grossistförsäljning av professionell ljudutrustning och därmed förenlig verksamhet.,2014-07-31,active,,,,,,,,,
556979-4331,Mark & Infra i Sverige AB,Mark & Infra i Sverige AB,47521,,47521,KISTA,16421,BOX 1035,Föremålet för bolagets verksamhet är att bedriva handel med byggmaterial och därmed förenlig verksamhet.,2014-08-15,active,,,,,,,,,
556609-5625,Ipanema AB,Ipanema AB,46160,,46160,HOVÅS,43650,KEDJESTIGEN 8 A,"Bolaget ska bedriva konsultverksamhet inom managementområdet, äga och förvalta fast och lös egendom, bedriva handel med värdepapper samt därmed förenlig verksamhet.",2001-05-03,active,,,,,,,,,
556980-2480,Bargrossisten Sverige AB,Bargrossisten Sverige AB,47123,,47123,VÄSTERÅS,72131,SIGNALISTGATAN 3,Föremålet för bolagets verksamhet är att bedriva handel med restaurang- och barutrustning samt därmed förenlig verksamhet.,2014-08-21,active,,,,,,,,,
556987-0909,Fyrverkeriplattan AB,Fyrverkeriplattan AB,47789,,47789,STOCKHOLM,12061,HELIOSGATAN 38,Bolaget ska bedriva handel med fyrverkerier och eventverksamhet.,2014-10-21,active,,,,,,,,,
556987-4331,Oformlig AB,Oformlig AB,47553,,47553; 74110,MALMÖ,21763,VILEBOVÄGEN 7 A,"Arkitektur och design Arbetar som arkitekter med att projektera och formge byggnader. Arbetar även med industriell design av möbler, husgeråd, konsumtionsartiklar och liknande.",2014-10-22,active,,,,,,,,,
556995-3036,SoFo BBFM Aktiebolag,SoFo BBFM Aktiebolag,47241,,47241,STOCKHOLM,11630,FOLKUNGAGATAN 98,"Bolaget ska bedriva bageri, konditor och kafeverksamhet samt försäljning över disk och därmed förenlig verksamhet. Bolaget ska bedriva marin verksamhet såsom sjötransporter, sjötaxiverksamhet, dykverksamhet samt därmed förenlig verksamhet. Bolaget ska bedriva fotografisk verksamhet såsom pressfotografering, reklamfotografering, porträttfotografering och därmed förenlig verksamhet. Bolaget ska bedriva bokutgivning och därmed förenlig verksamhet.",2014-12-11,active,,,,,,,,,
556621-0505,Ymmot Livs AB,Ymmot Livs AB,47112,,47112; 10710; 10850,NYKÖPING,61134,Östra Storgatan 19,Bolaget skall bedriva detaljhandelsrörelse med daglivaror inom ICA-verksamheten i Sverige och därmed förenlig verksamhet.,2002-01-03,active,,,,,,,,,
556885-9523,Lundman Bil AB,Lundman Bil AB,47633,,47633; 95311; 33170; 47631; 33150,HOFORS,81391,TORSÅKERSVÄGEN 103,"Bolaget skall bedriva service och reparation av bilar samt försäljning och service av båtar och båttillbehör, hälsa och fritids- och sportartiklar, försäljning och service av rollatorer och därmed förenlig verksamhet.",2012-03-01,active,,,,,,,,,
556895-3813,Livida Försäljning Aktiebolag,Livida Försäljning Aktiebolag,46502,,46502,VÄSTERÅS,72347,KASERNGATAN 91  LGH 1102,Bolagets verksamhet skall vara handel med nya och renoverade elektriska komponenter för elektrisk industri samt därmed förenlig verksamhet.,2012-06-07,active,,,,,,,,,
556882-9625,Kran & Transport Blekinge Holding AB,Kran & Transport Blekinge Holding AB,46649,,46649; 77390,SÖLVESBORG,29494,LISTERVÄGEN 186-6,Föremålet för bolagets verksamhet är att förvalta bolagets kapital och därmed förenlig verksamhet.,2012-02-02,active,,,,,,,,,
556902-3616,BMS Packaging Solution AB,BMS Packaging Solution AB,46860,,46860,OKÄND,00000,Okänd adress,"Bolaget ska bedriva försäljning av förpackningar, miljöförpackningar, förpackningstillbehör till den offentliga sektorn samt därmed förenlig verksamhet.",2012-08-30,active,,,,,,,,,
556893-8293,Varbergs Sport AB,Varbergs Sport AB,47631,,47631; 93290,VARBERG,43257,PLOGGATAN 15,"Föremålet för bolagets verksamhet är anordna sportaktiviteter, försäljning av sportutrustning samt utföra markförbättningar på jordbruksmark samt förvaltning av fastigheter och därmed förenlig verksamhet.",2012-05-22,active,,,,,,,,,
556878-2188,House of Light Sweden AB,House of Light Sweden AB,47552,,47552; 46471; 71123,VÄSTRA FRÖLUNDA,42130,A ODHNERS GATA 43,"Bolaget verksamhet är att bedriva import och försäljning av belysning, arbete med belysningsagenturer, grossistverksamhet inom el-material, belysningskonsultation, inredningskonsultation, samt bedriva därmed förenlig verksamhet.",2011-12-22,active,,,,,,,,,
556895-1080,Lulu AB,Lulu AB,47712,,47712,VISBY,62143,FIDEGATAN 2,"Bolaget ska äga och förvalta fastigheter, bedriva konsultativa tjänster inom vård och behandling av unga samt därmed förenlig verksamhet.",2012-06-04,active,,,,,,,,,
556898-2598,UNIX AB,UNIX AB,46310,,46310; 49410,VINTRIE,21845,ALMVIKSVÄGEN 35,Föremålet för bolagets verksamhet är att bedriva grossiströrelse inom livsmedel samt uthyrning av uppställningsplatser för torghandel och därmed förenlig verksamhet.,2012-07-04,active,,,,,,,,,
556903-1171,GP MonteFeller AB,GP MonteFeller AB,47811,,47811; 47820,DJURSHOLM,18269,VENDEVÄGEN 11 A,"Bolaget skall bedriva handel med fordon och tillbehör för renovering av fordon samt idka därmed förenlig verksamhet. Bolaget skall även bedriva import och försäljning av böcker, dvd, filmer och andra till den branschen tillhörande produkter. Bolaget skall ävensom bedriva handel med blommor och andra trädgårdsprodukter.",2012-09-07,active,,,,,,,,,
556921-9214,Joe's Imperium AB,Joe's Imperium AB,47123,,47123; 47712; 96210,MÄRSTA,19530,NYMÄRSTA KULLE 2,Bolaget skall huvudsakligen bedriva handel på internet företrädesvis med frisör- och hårvårdsprodukter. Vidare skall bolaget bedriva frisörsalong samt annan därmed jämförlig verksamhet.,2013-02-07,active,,,,,,,,,
556903-1965,Himmelsberga Trade AB,Himmelsberga Trade AB,46420,,46420; 68202,KUNGSÖR,73692,HIMMELSBERGAVÄGEN 13,"Aktiebolaget ska äga och förvalta fast egendom, import samt försäljning av profilkläder och därmed förenlig verksamhet.",2012-09-07,active,,,,,,,,,
556922-9122,G. Eriksson Byggkonsult AB,G. Eriksson Byggkonsult AB,46472,,46472; 71121,STOCKHOLM,11269,GRUBBENSRINGEN 17,"Bolaget skall bedriva konsult-, entreprenad- och besiktningsverksamhet inom bygg- och IT sektor samt därmed förenlig verksamhet.",2013-02-18,active,,,,,,,,,
556915-7117,Simpson Europe AB,Simpson Europe AB,46491,,46491,RÖBÄCK,90440,KRAVATTVÄGEN 6,"Bolaget skall bedriva import, export och försäljning av sportartiklar samt därmed förenlig verksamhet.",2012-12-18,active,,,,,,,,,
556911-7467,Silver Tornado Vintage Enviken AB,Silver Tornado Vintage Enviken AB,47552,,47552; 47711,RYSSBY,34176,SJÖUDDEVÄGEN 12,"Bolaget ska importera, köpa och sälja livsstilsprodukter såsom kläder, möbler, skivor, och böcker.",2012-11-26,active,,,,,,,,,
556914-9841,JOMATICA LIVS AB,JOMATICA LIVS AB,47112,,47112,VISBY,62150,GÄRDESSTIGEN 7,Bolaget har till föremål för sin verksamhet att bedriva detaljhandelsrörelse med dagligvaror inom ICA-verksamheten i Sverige och annan därmed förenlig verksamhet.,2012-12-13,active,,,,,,,,,
556934-8534,Zerawin AB,Zerawin AB,47811,,47811; 95311,KARLSTAD,65637,FRÖDINGSHÖJD 30,"Bolaget skall bedriva bilrekond, handel med bilar samt därmed förenlig verksamhet.",2013-06-19,active,,,,,,,,,
556936-1842,Musikanten i Luleå AB,Musikanten i Luleå AB,46499,,46499; 85522,LULEÅ,97231,SKEPPSBROGATAN 29,"Bolaget ska bedriva inköp och försäljning av musikinstrument, musikutbildning, ljud- och hörselvårdsutbildning, konsultationer, utbildning, management och förlagsverksamhet inom musikbranschen samt idka därmed förenlig verksamhet.",2013-07-01,active,,,,,,,,,
556940-7124,MOP Medical AB,MOP Medical AB,46189,,46189,LINKÖPING,58222,REPSLAGAREGATAN 40  2 TR.,"Konsulttjänster och försäljning till i huvudsak medicinteknisk industri samt därmed förenlig verksamhet. Konsulttjänster avser i huvudsak utveckling av produkter, materialval, val av steriliseringsmetod och leverantörsval. Försäljning avser i huvusak komponenter och system i termoplaster och elastomerer.",2013-08-28,active,,,,,,,,,
556926-1406,Northern Co. AB,Northern Co. AB,46471,,46471; 46472,ALINGSÅS,44116,BOX 597,"Bolaget skall bedriva handel med produkter för inredning av hem och offentlig miljö, samt därmed förenlig verksamhet.",2013-03-18,active,,,,,,,,,
556948-0964,Stigtomta Livs AB,Stigtomta Livs AB,47112,,47112,STIGTOMTA,61172,TÄNGSTAVÄGEN 2,Bolaget har till föremål för sin verksamhet att bedriva detalj- handelsrörelse med dagligvaror inom ICA-verksamheten i Sverige och annan därmed förenlig verksamhe.,2013-11-07,active,,,,,,,,,
556920-6492,Batterigiganten AB,Batterigiganten AB,47123,,47123,STRÖMSTAD,45222,BOX 59,"Föremålet för bolagets verksamhet är att bedriva webbutik, diverse näthandel med specificerade varuprodukter såsom batterier, lampor samt därmed förenlig verksamhet. Vidare skall bolaget äga och förvalta fast och lös egendom samt därmed förenlig verksamhet.",2013-01-29,active,,,,,,,,,
556950-4060,Skurups Godis & Tobak AB,Skurups Godis & Tobak AB,47242,,47242,SKURUP,27434,JÄRNVÄGSGATAN 3,"Föremålet för bolagets verksamhet är handel med livsmedel, tobak, konfektyr, telefonkort, blommor, presenter och därmed förenlig verksamhet.",2013-11-26,active,,,,,,,,,
556950-4391,SLIPKONSULT SWEDEN AB,SLIPKONSULT SWEDEN AB,46649,,46649,ESKILSTUNA,63346,RINMANSGATAN 18,Försäljning av förnödenheter mot industrin. Import och export slipmaterial. Förmedling av tjänster mellan företag inom industrin.,2013-11-26,active,,,,,,,,,
556926-3048,Harry Christiansson Mode AB,Harry Christiansson Mode AB,47711,,47711,BORÅS,50337,ÖSTERLÅNGGATAN 44,"Föremålet för bolagets verksamhet är att bedriva försäljning av konfektion, äga och förvalta fast och lös egendom samt därmed förenlig verksamhet.",2013-03-18,active,,,,,,,,,
556866-1267,Söder Grossisten AB,Söder Grossisten AB,46310,,46310; 46390,SÖDERTÄLJE,15242,BOX 19043,"Bolaget skall bedriva grossist försäljning av frukt, grönsaker och livsmedel samt därmed förenlig verksamhet.",2011-10-03,active,,,,,,,,,
556866-1275,Hästeryr gård AB,Hästeryr gård AB,47811,,47811; 95311; 47820,ED,66893,HÄSTERYR 110,"Aktiebolaget skall bedriva försäljning, reparation och uthyrning av släpfordon samt lantbruksmaskiner. Även försäljning och uthyrning av hästsportsprodukter. Bolaget ska träna och tävla med travhästar. Samt inneha aktier och värdepapper och därmed förenlig verksamhet.",2011-10-03,active,,,,,,,,,
556872-3448,GKCH Nordic AB,GKCH Nordic AB,46850,,46850,STOCKHOLM,10631,KIVRA: 556872-3448,"Aktiebolaget ska bedriva import av kemiråvaror till företag i Norden samt arrangera logistiklösningar för dessa varor. Dessutom kommisionbaserad förmedling av kemiråvaro. Konsulttjänster, kommisionsbaserad handel, distribution av byggmaterial samt marknadsundersökningar åt bolag i byggbranschen som har intresse för den Nordiska marknaden. Bemanningsverksamhet av yrkes arbetare och nyckelpersoner inom byggbranschen.",2011-11-18,active,,,,,,,,,
556867-9905,Specsavers Kista AB,Specsavers Kista AB,47742,,47742,GÖTEBORG,40123,BOX 205,Bolaget skall bedriva detaljhandelsrörelse inom optikområdet samt bedriva därmed förenlig verksamhet.,2011-10-14,active,,,,,,,,,
556870-8100,Power Automation Sweden AB,Power Automation Sweden AB,46502,,46502,SALTSJÖ-BOO,13238,SVARVARVÄGEN 20 A,"Bolaget ska bedriva import och försäljning samt marknadsföring av elektriska och mekaniska komponenter och utrustning inom el-, gruv-, maskin-, tillverknings-, samt processindustrin.",2011-11-07,active,,,,,,,,,
556870-8670,Enslinjen AB,Enslinjen AB,46460,,46460,KARLSHAMN,37437,MYRTENVÄGEN 42,"Bolaget ska bedriva utbildning inom akut omhändertagande, handel med medicinteknisk utrustning och förbandsmaterial och därmed förenlig verksamhet.",2011-11-07,active,,,,,,,,,
556878-5447,Florist Compagniet i Västerås AB,Florist Compagniet i Västerås AB,47761,,47761,VÄSTERÅS,72138,KRANKROKSGATAN 17,Bolaget ska bedriva försäljning av blommor samt därmed förenlig verksamhet.,2011-12-23,active,,,,,,,,,
556876-0713,Järudd SkiYachting AB,Järudd SkiYachting AB,46141,,46141; 47121; 64994; 85510,SALTSJÖBADEN,13336,ERSTAVIKS KVARNVÄG 8,"handel med lös egendom inom alpin skidåkning handel med lös egendom i båtbranschen båtmäkleri, förmedling av båtar tränarverksamhet inom alpin skidåkning tränarverksamhet inom jollesegling finansiell förvaltning av företagets kassa finansiell konsultverksamhet",2011-12-13,active,,,,,,,,,
556892-4764,Safe Dry AB,Safe Dry AB,46499,,46499,STOCKHOLM,11327,NORRTULLSGATAN 25 D,Försäljning av hygienartikel till kök samt konsult i livsmedelshygien.,2012-05-07,active,,,,,,,,,
556858-7983,Finesky Traders AB,Finesky Traders AB,46410,,46410; 46450,JÄRFÄLLA,17677,JÄTTEVÄGEN 4,Bolaget skall bedriva import och försäljning av textil och hudvårdsprodukter samt därmed förenlig verksamhet.,2011-07-06,active,,,,,,,,,
556872-4636,Leno förvaltning och entreprenad AB,Leno förvaltning och entreprenad AB,46220,,46220; 68320; 81100,HALLSTAVIK,76330,SKÄRSTAVÄGEN 3,"Fastighetförvaltning, totalentreprenad (drift, underhåll, felavhjälpande, trädgårdsskötsel, projektledning, energi effektivisering).",2011-11-21,active,,,,,,,,,
556887-7681,Baucom AB,Baucom AB,46141,,46141,ÖREBRO,70376,SOLHAGSVÄGEN 4,"Föremålet för bolagets verksamhet är handel med produkter och tjänster inom tele- och data-kommunikation, upplevelse- och kund-events, äga och förvalta fastigheter, handel med värdepapper samt idka annan därmed förenlig verksamhet.",2012-03-15,active,,,,,,,,,
556901-6701,Printlogic AB,Printlogic AB,46501,,46501; 62201; 33120,HÄSSLEHOLM,28156,KANSLIHUSVÄGEN 13 A,"Printlogic ska bedriva konsultverksamhet och försäljning av streckkodsprodukter i branschen automatisk datafångst. Produkter avser etikettskrivare, handhållna och stationära streckkodsläsare, handdatorer, system för skriva streckkoder, system för att läsa streckkoder, reservdelar, etiketter och förbrukningsvaror.Konsultverksamheten avser förstudie, programanpassning, installation, utbildning, service och underhåll av system för streckkoder.",2012-08-22,active,,,,,,,,,
556911-3490,Parti & Minut Västervik AB,Parti & Minut Västervik AB,47121,,47121; 96990,VÄSTERVIK,59341,TALLGATAN 3,"Bolaget skall bedriva import, parti- och detaljhandel av kapitalvaror främst trädgårdsmöbler och fritidsmöbler, äga lös och fast egendom, tillhandahålla hushållsnära tjänster samt annan därmed förenlig verksamhet.",2012-11-22,active,,,,,,,,,
556878-3095,Velus Group AB,Velus Group AB,46450,,46450,OKÄND,00000,Okänd adress,"Aktiebolaget ska bedriva import av kosmetika och hudvårdsprodukter. Bolaget ska även äga och förvalta andra bolag och värdepapper och fastigheter, samt därmed förenlig verksamhet.",2011-12-22,active,,,,,,,,,
556882-9690,Bedriftssystemer AB,Bedriftssystemer AB,46501,,46501,JÄRFÄLLA,17743,FÄNRIKSVÄGEN 11  LÄGENH.NR 1203,Aktiebolagets verksamhet ska vara att bedriva distribution av krypterade säkerhetslösningar jämte därmed förenlig verksamhet.,2012-02-02,active,,,,,,,,,
556884-7585,Mountainfelt AB,Mountainfelt AB,47112,,47112,GÖTEBORG,41136,KUNGSPORTSAVENYEN 37,"Bolaget ska handla med livsmedel, tillhandahålla konsulttjänster inom inköp, distribution, verksamhet, och organisationsutveckling samt idka därmed förenlig verksamhet.",2012-02-20,active,,,,,,,,,
556908-2844,Gaston Vin AB,Gaston Vin AB,46340,,46340,STOCKHOLM,11439,NYBROGATAN 11,Föremålet för bolagets verksamhet är att importera och försälja alkoholhaltiga drycker att bedriva konsultverksamhet inom segmentet alkoholhaltiga drycker samt därmed förenlig verksamhet.,2012-10-30,active,,,,,,,,,
556887-1536,Produkter & Tjänster i Sverige Aktiebolag,Produkter & Tjänster i Sverige Aktiebolag,46432,,46432,ÖRKELLJUNGA,28631,SKOGAVÄGEN 30,Aktiebolaget ska bedriva försäljning av hemelektronik.,2012-03-08,active,,,,,,,,,
